scientific_name;sharecount;article_cnt;gl_hits;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution;common_name
Megaptera novaeangliae;11403.0;33;767000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Megaptera;novaeangliae;I;American Samoa,Angola,Anguilla (United Kingdom),Antarctica,Argentina,Australia,Bangladesh,Barbados,Benin,Bermuda (United Kingdom),Bonaire, Saint Eustatius and Saba,Brazil,Cabo Verde,Canada,Chile,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Democratic People's Republic of Korea,Democratic Republic of the Congo,Dominican Republic,Ecuador,El Salvador,Equatorial Guinea,Falkland Islands (Malvinas),Fiji,France,French Polynesia,French Southern and Antarctic Territories,Gabon,Ghana,Greenland,Grenada,Guadeloupe,Honduras,Iceland,India,Indonesia,Iraq,Ireland,Japan,Kenya,Madagascar,Malaysia,Malta,Marshall Islands,Martinique,Mauritania,Mayotte,Mexico,Morocco,Mozambique,Namibia,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Panama,Peru,Philippines,Pitcairn Islands (United Kingdom),Poland,Portugal,Republic of Korea,Russian Federation,Saint Helena and Dependencies (United Kingdom),Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Solomon Islands,South Africa,South Georgia and South Sandwich Islands (United Kingdom),Spain,Sri Lanka,Svalbard and Jan Mayen Islands,Taiwan, Province of China,Togo,Tonga,Trinidad and Tobago,United Republic of Tanzania,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam;; Humpback Whale
Megaptera novaeangliae;11403.0;33;767000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Megaptera;novaeangliae;I;American Samoa,Angola,Anguilla (United Kingdom),Antarctica,Argentina,Australia,Bangladesh,Barbados,Benin,Bermuda (United Kingdom),Bonaire, Saint Eustatius and Saba,Brazil,Cabo Verde,Canada,Chile,Colombia,Comoros,Congo,Cook Islands,Costa Rica,Democratic People's Republic of Korea,Democratic Republic of the Congo,Dominican Republic,Ecuador,El Salvador,Equatorial Guinea,Falkland Islands (Malvinas),Fiji,France,French Polynesia,French Southern and Antarctic Territories,Gabon,Ghana,Greenland,Grenada,Guadeloupe,Honduras,Iceland,India,Indonesia,Iraq,Ireland,Japan,Kenya,Madagascar,Malaysia,Malta,Marshall Islands,Martinique,Mauritania,Mayotte,Mexico,Morocco,Mozambique,Namibia,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nigeria,Northern Mariana Islands,Norway,Oman,Pakistan,Panama,Peru,Philippines,Pitcairn Islands (United Kingdom),Poland,Portugal,Republic of Korea,Russian Federation,Saint Helena and Dependencies (United Kingdom),Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Solomon Islands,South Africa,South Georgia and South Sandwich Islands (United Kingdom),Spain,Sri Lanka,Svalbard and Jan Mayen Islands,Taiwan, Province of China,Togo,Tonga,Trinidad and Tobago,United Republic of Tanzania,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam;; Hump Whale
Bubalus mindorensis;11147.0;24;22200;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bubalus;mindorensis;I;Philippines;;Mindoro dwarf buffalo
Bubalus mindorensis;11147.0;24;22200;0;Animalia;Mammalia;Artiodactyla;Bovidae;Bubalus;mindorensis;I;Philippines;; Tamaraw
Haliaeetus albicilla;10964.0;37;692000;1;Animalia;Aves;Falconiformes;Accipitridae;Haliaeetus;albicilla;I;Afghanistan,Albania,Armenia,Austria,Azerbaijan,Belarus,Belgium,Bhutan,Bosnia and Herzegovina,Bulgaria,China,Croatia,Cyprus,Czech Republic,Democratic People's Republic of Korea,Denmark,Egypt,Estonia,Faroe Islands,Finland,France,Georgia,Germany,Greece,Greenland,Hungary,Iceland,India,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Japan,Kazakhstan,Kyrgyzstan,Latvia,Lebanon,Lithuania,Luxembourg,Malta,Mongolia,Montenegro,Myanmar,Nepal,Netherlands,North Macedonia,Norway,Pakistan,Poland,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Saudi Arabia,Serbia,Slovakia,Slovenia,Spain,Svalbard and Jan Mayen Islands,Sweden,Switzerland,Syrian Arab Republic,Taiwan, Province of China,Tajikistan,Thailand,Tunisia,Turkey,Turkmenistan,Ukraine,United States of America,Uzbekistan;Algeria,Portugal; White-tailed Eagle
Haliaeetus albicilla;10964.0;37;692000;1;Animalia;Aves;Falconiformes;Accipitridae;Haliaeetus;albicilla;I;Afghanistan,Albania,Armenia,Austria,Azerbaijan,Belarus,Belgium,Bhutan,Bosnia and Herzegovina,Bulgaria,China,Croatia,Cyprus,Czech Republic,Democratic People's Republic of Korea,Denmark,Egypt,Estonia,Faroe Islands,Finland,France,Georgia,Germany,Greece,Greenland,Hungary,Iceland,India,Iran (Islamic Republic of),Iraq,Ireland,Israel,Italy,Japan,Kazakhstan,Kyrgyzstan,Latvia,Lebanon,Lithuania,Luxembourg,Malta,Mongolia,Montenegro,Myanmar,Nepal,Netherlands,North Macedonia,Norway,Pakistan,Poland,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Saudi Arabia,Serbia,Slovakia,Slovenia,Spain,Svalbard and Jan Mayen Islands,Sweden,Switzerland,Syrian Arab Republic,Taiwan, Province of China,Tajikistan,Thailand,Tunisia,Turkey,Turkmenistan,Ukraine,United States of America,Uzbekistan;Algeria,Portugal; White-tailed sea-eagle
Rhinoceros unicornis;10799.0;92;163000;1;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Rhinoceros;unicornis;I;Bhutan,India,Myanmar,Nepal;Bangladesh,Pakistan;Greater one-horned rhino
Rhinoceros unicornis;10799.0;92;163000;1;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Rhinoceros;unicornis;I;Bhutan,India,Myanmar,Nepal;Bangladesh,Pakistan; Greater One-horned Rhinoceros
Rhinoceros unicornis;10799.0;92;163000;1;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Rhinoceros;unicornis;I;Bhutan,India,Myanmar,Nepal;Bangladesh,Pakistan; Great Indian Rhinoceros
Rhinoceros unicornis;10799.0;92;163000;1;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Rhinoceros;unicornis;I;Bhutan,India,Myanmar,Nepal;Bangladesh,Pakistan; Indian rhinoceros
Balaenoptera musculus;10687.0;23;444000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;musculus;I;Angola,Antarctica,Argentina,Australia,Bangladesh,Belgium,Bermuda (United Kingdom),Brazil,Cabo Verde,Canada,Chile,Costa Rica,Democratic People's Republic of Korea,Denmark,Ecuador,El Salvador,Falkland Islands (Malvinas),Finland,France,French Polynesia,French Southern and Antarctic Territories,Gabon,Germany,Greece,Greenland,Honduras,Iceland,India,Indonesia,Iraq,Ireland,Italy,Japan,Kenya,Kuwait,Maldives,Mauritania,Mexico,Morocco,Mozambique,Myanmar,Namibia,New Caledonia,New Zealand,Nicaragua,Norway,Oman,Pakistan,Panama,Peru,Portugal,Republic of Korea,Russian Federation,Somalia,South Africa,South Georgia and South Sandwich Islands (United Kingdom),Spain,Sri Lanka,Svalbard and Jan Mayen Islands,Taiwan, Province of China,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Viet Nam;;Blue Whale
Balaenoptera musculus;10687.0;23;444000;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;musculus;I;Angola,Antarctica,Argentina,Australia,Bangladesh,Belgium,Bermuda (United Kingdom),Brazil,Cabo Verde,Canada,Chile,Costa Rica,Democratic People's Republic of Korea,Denmark,Ecuador,El Salvador,Falkland Islands (Malvinas),Finland,France,French Polynesia,French Southern and Antarctic Territories,Gabon,Germany,Greece,Greenland,Honduras,Iceland,India,Indonesia,Iraq,Ireland,Italy,Japan,Kenya,Kuwait,Maldives,Mauritania,Mexico,Morocco,Mozambique,Myanmar,Namibia,New Caledonia,New Zealand,Nicaragua,Norway,Oman,Pakistan,Panama,Peru,Portugal,Republic of Korea,Russian Federation,Somalia,South Africa,South Georgia and South Sandwich Islands (United Kingdom),Spain,Sri Lanka,Svalbard and Jan Mayen Islands,Taiwan, Province of China,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Viet Nam;; Sulphur-bottom Whale
Pongo abelii;10595.0;32;260000;1;Animalia;Mammalia;Primates;Hominidae;Pongo;abelii;I;Indonesia;;Sumatran Orangutan
Bettongia penicillata;10560.0;33;25900;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;penicillata;I;Australia;;Brush-tailed Bettong
Bettongia penicillata;10560.0;33;25900;0;Animalia;Mammalia;Diprotodontia;Potoroidae;Bettongia;penicillata;I;Australia;; Woylie
Neophema chrysogaster;9980.0;61;24800;0;Animalia;Aves;Psittaciformes;Psittacidae;Neophema;chrysogaster;I;Australia;; Orange-bellied Parrot
Ursus arctos;9567.0;49;2100000;1;Animalia;Mammalia;Carnivora;Ursidae;Ursus;arctos;I/II;Afghanistan,Albania,Armenia,Austria,Azerbaijan,Belarus,Bhutan,Bosnia and Herzegovina,Bulgaria,Canada,China,Croatia,Czech Republic,Democratic People's Republic of Korea,Estonia,Finland,France,Georgia,Greece,Hungary,India,Iran (Islamic Republic of),Iraq,Israel,Italy,Japan,Kazakhstan,Kyrgyzstan,Latvia,Lebanon,Mexico,Mongolia,Montenegro,Nepal,North Macedonia,Norway,Pakistan,Poland,Romania,Russian Federation,Serbia,Slovakia,Slovenia,Spain,Sweden,Syrian Arab Republic,Tajikistan,Turkey,Turkmenistan,Ukraine,United States of America,Uzbekistan;Belgium,Denmark,Germany,Jordan,Liechtenstein,Lithuania,Netherlands,Portugal,Switzerland;Brown Bear
Ursus arctos;9567.0;49;2100000;1;Animalia;Mammalia;Carnivora;Ursidae;Ursus;arctos;I/II;Afghanistan,Albania,Armenia,Austria,Azerbaijan,Belarus,Bhutan,Bosnia and Herzegovina,Bulgaria,Canada,China,Croatia,Czech Republic,Democratic People's Republic of Korea,Estonia,Finland,France,Georgia,Greece,Hungary,India,Iran (Islamic Republic of),Iraq,Israel,Italy,Japan,Kazakhstan,Kyrgyzstan,Latvia,Lebanon,Mexico,Mongolia,Montenegro,Nepal,North Macedonia,Norway,Pakistan,Poland,Romania,Russian Federation,Serbia,Slovakia,Slovenia,Spain,Sweden,Syrian Arab Republic,Tajikistan,Turkey,Turkmenistan,Ukraine,United States of America,Uzbekistan;Belgium,Denmark,Germany,Jordan,Liechtenstein,Lithuania,Netherlands,Portugal,Switzerland; Grizzly Bear
Chlamydotis undulata;9375.0;34;57700;0;Animalia;Aves;Gruiformes;Otididae;Chlamydotis;undulata;I;Afghanistan,Algeria,Armenia,Azerbaijan,Bahrain,China,Egypt,India,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Libya,Mauritania,Mongolia,Morocco,Oman,Pakistan,Portugal,Russian Federation,Saudi Arabia,Spain,Switzerland,Syrian Arab Republic,Tajikistan,Tunisia,Turkmenistan,United Arab Emirates,Uzbekistan,Western Sahara,Yemen;;African houbara
Chlamydotis undulata;9375.0;34;57700;0;Animalia;Aves;Gruiformes;Otididae;Chlamydotis;undulata;I;Afghanistan,Algeria,Armenia,Azerbaijan,Bahrain,China,Egypt,India,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Libya,Mauritania,Mongolia,Morocco,Oman,Pakistan,Portugal,Russian Federation,Saudi Arabia,Spain,Switzerland,Syrian Arab Republic,Tajikistan,Tunisia,Turkmenistan,United Arab Emirates,Uzbekistan,Western Sahara,Yemen;; Houbara
Chlamydotis undulata;9375.0;34;57700;0;Animalia;Aves;Gruiformes;Otididae;Chlamydotis;undulata;I;Afghanistan,Algeria,Armenia,Azerbaijan,Bahrain,China,Egypt,India,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kazakhstan,Kuwait,Kyrgyzstan,Libya,Mauritania,Mongolia,Morocco,Oman,Pakistan,Portugal,Russian Federation,Saudi Arabia,Spain,Switzerland,Syrian Arab Republic,Tajikistan,Tunisia,Turkmenistan,United Arab Emirates,Uzbekistan,Western Sahara,Yemen;; Houbara Bustard
Panthera tigris;9358.0;63;2380000;1;Animalia;Mammalia;Carnivora;Felidae;Panthera;tigris;I;Afghanistan,Bangladesh,Bhutan,Cambodia,China,Democratic People's Republic of Korea,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Russian Federation,Thailand,Viet Nam;Georgia,Iran (Islamic Republic of),Iraq,Kazakhstan,Kyrgyzstan,Pakistan,Republic of Korea,Singapore,Tajikistan,Turkey,Turkmenistan,Uzbekistan;Amur Tiger
Panthera tigris;9358.0;63;2380000;1;Animalia;Mammalia;Carnivora;Felidae;Panthera;tigris;I;Afghanistan,Bangladesh,Bhutan,Cambodia,China,Democratic People's Republic of Korea,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Russian Federation,Thailand,Viet Nam;Georgia,Iran (Islamic Republic of),Iraq,Kazakhstan,Kyrgyzstan,Pakistan,Republic of Korea,Singapore,Tajikistan,Turkey,Turkmenistan,Uzbekistan; Siberian Tiger
Panthera tigris;9358.0;63;2380000;1;Animalia;Mammalia;Carnivora;Felidae;Panthera;tigris;I;Afghanistan,Bangladesh,Bhutan,Cambodia,China,Democratic People's Republic of Korea,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Russian Federation,Thailand,Viet Nam;Georgia,Iran (Islamic Republic of),Iraq,Kazakhstan,Kyrgyzstan,Pakistan,Republic of Korea,Singapore,Tajikistan,Turkey,Turkmenistan,Uzbekistan; Tiger
Phoebastria albatrus;9278.0;61;27400;0;Animalia;Aves;Procellariiformes;Diomedeidae;Phoebastria;albatrus;I;Canada,China,Democratic People's Republic of Korea,Japan,Marshall Islands,Mexico,Micronesia (Federated States of),Republic of Korea,Russian Federation,Taiwan, Province of China,United States of America;;Black-footed Albatross
Phoebastria albatrus;9278.0;61;27400;0;Animalia;Aves;Procellariiformes;Diomedeidae;Phoebastria;albatrus;I;Canada,China,Democratic People's Republic of Korea,Japan,Marshall Islands,Mexico,Micronesia (Federated States of),Republic of Korea,Russian Federation,Taiwan, Province of China,United States of America;; Short-tailed Albatross
Loxodonta africana;9265.0;56;1330000;1;Animalia;Mammalia;Proboscidea;Elephantidae;Loxodonta;africana;I/II;Angola,Benin,Botswana,Burkina Faso,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Ghana,Guinea,Guinea Bissau,Kenya,Liberia,Malawi,Mali,Mozambique,Namibia,Niger,Nigeria,Rwanda,Senegal,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Togo,Uganda,United Republic of Tanzania,Zambia,Zimbabwe;Burundi,Djibouti,Eswatini,Gambia,Mauritania;African Elephant
Loxodonta africana;9265.0;56;1330000;1;Animalia;Mammalia;Proboscidea;Elephantidae;Loxodonta;africana;I/II;Angola,Benin,Botswana,Burkina Faso,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Eritrea,Ethiopia,Gabon,Ghana,Guinea,Guinea Bissau,Kenya,Liberia,Malawi,Mali,Mozambique,Namibia,Niger,Nigeria,Rwanda,Senegal,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Togo,Uganda,United Republic of Tanzania,Zambia,Zimbabwe;Burundi,Djibouti,Eswatini,Gambia,Mauritania; African Savannah Elephant
Antilocapra americana;9214.0;36;177000;1;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;I;Canada,Mexico,United States of America;;American pronghorn
Antilocapra americana;9214.0;36;177000;1;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;I;Canada,Mexico,United States of America;; Pronghorn
Caretta caretta;9155.0;36;2100000;1;Animalia;Reptilia;Testudines;Cheloniidae;Caretta;caretta;I;Albania,Algeria,Angola,Antigua and Barbuda,Argentina,Australia,Bahamas,Bahrain,Bangladesh,Belgium,Belize,Bonaire, Saint Eustatius and Saba,Brazil,British Virgin Islands (United Kingdom),Cabo Verde,Cameroon,Canada,Cayman Islands (United Kingdom),Chile,China,Colombia,Comoros,Comoros,Comoros,Comoros,Comoros,Comoros,Comoros,Comoros,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Democratic People's Republic of Korea,Denmark,Djibouti,Dominica,Dominican Republic,Egypt,Eritrea,Fiji,France,French Guiana [FR],Gambia,Greece,Grenada,Guadeloupe,Guatemala,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran (Islamic Republic of),Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Lebanon,Liberia,Libya,Madagascar,Malta,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Monaco,Monaco,Montenegro,Montserrat (United Kingdom),Morocco,Mozambique,Myanmar,Netherlands,Netherlands Antilles,New Caledonia,Nicaragua,Norway,Oman,Pakistan,Panama,Papua New Guinea,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Réunion,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Sint Maarten,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Sudan,Suriname,Syrian Arab Republic,Taiwan, Province of China,Tonga,Trinidad and Tobago,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands (United Kingdom),United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Western Sahara,Yemen;;Loggerhead
Caretta caretta;9155.0;36;2100000;1;Animalia;Reptilia;Testudines;Cheloniidae;Caretta;caretta;I;Albania,Algeria,Angola,Antigua and Barbuda,Argentina,Australia,Bahamas,Bahrain,Bangladesh,Belgium,Belize,Bonaire, Saint Eustatius and Saba,Brazil,British Virgin Islands (United Kingdom),Cabo Verde,Cameroon,Canada,Cayman Islands (United Kingdom),Chile,China,Colombia,Comoros,Comoros,Comoros,Comoros,Comoros,Comoros,Comoros,Comoros,Costa Rica,Côte d'Ivoire,Croatia,Cuba,Cyprus,Democratic People's Republic of Korea,Denmark,Djibouti,Dominica,Dominican Republic,Egypt,Eritrea,Fiji,France,French Guiana [FR],Gambia,Greece,Grenada,Guadeloupe,Guatemala,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran (Islamic Republic of),Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Lebanon,Liberia,Libya,Madagascar,Malta,Martinique,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Monaco,Monaco,Montenegro,Montserrat (United Kingdom),Morocco,Mozambique,Myanmar,Netherlands,Netherlands Antilles,New Caledonia,Nicaragua,Norway,Oman,Pakistan,Panama,Papua New Guinea,Peru,Philippines,Poland,Portugal,Puerto Rico,Qatar,Republic of Korea,Réunion,Saint Kitts and Nevis,Saint Lucia,Saint Vincent and the Grenadines,Samoa,Sao Tome and Principe,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Sint Maarten,Slovenia,Solomon Islands,Somalia,South Africa,Spain,Sri Lanka,Sudan,Suriname,Syrian Arab Republic,Taiwan, Province of China,Tonga,Trinidad and Tobago,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands (United Kingdom),United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Virgin Islands of the USA,Western Sahara,Yemen;; Loggerhead turtle
Tremarctos ornatus;8990.0;54;159000;1;Animalia;Mammalia;Carnivora;Ursidae;Tremarctos;ornatus;I;Bolivia (Plurinational State of),Colombia,Ecuador,Peru,Venezuela (Bolivarian Republic of);;Andean Bear
Tremarctos ornatus;8990.0;54;159000;1;Animalia;Mammalia;Carnivora;Ursidae;Tremarctos;ornatus;I;Bolivia (Plurinational State of),Colombia,Ecuador,Peru,Venezuela (Bolivarian Republic of);; Spectacled Bear
Equus africanus;8960.0;31;156000;1;Animalia;Mammalia;Perissodactyla;Equidae;Equus;africanus;I;Chad,Djibouti,Eritrea,Ethiopia,Somalia,Sudan;Egypt;African Ass
Equus africanus;8960.0;31;156000;1;Animalia;Mammalia;Perissodactyla;Equidae;Equus;africanus;I;Chad,Djibouti,Eritrea,Ethiopia,Somalia,Sudan;Egypt; African wild ass
Equus africanus;8960.0;31;156000;1;Animalia;Mammalia;Perissodactyla;Equidae;Equus;africanus;I;Chad,Djibouti,Eritrea,Ethiopia,Somalia,Sudan;Egypt; Ass
Alligator sinensis;8409.0;33;81300;0;Animalia;Reptilia;Crocodylia;Alligatoridae;Alligator;sinensis;I;China;;China Alligator
Alligator sinensis;8409.0;33;81300;0;Animalia;Reptilia;Crocodylia;Alligatoridae;Alligator;sinensis;I;China;; Chinese Alligator
Incilius periglenes;8384.0;21;12000;0;Animalia;Amphibia;Anura;Bufonidae;Incilius;periglenes;I;;Costa Rica; Golden Toad
Incilius periglenes;8384.0;21;12000;0;Animalia;Amphibia;Anura;Bufonidae;Incilius;periglenes;I;;Costa Rica; Orange Toad
Pardofelis marmorata;8321.0;60;44500;0;Animalia;Mammalia;Carnivora;Felidae;Pardofelis;marmorata;I;Brunei Darussalam,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;;Marbled Cat
Manis temminckii;8240.0;47;17300;0;Animalia;Mammalia;Pholidota;Manidae;Manis;temminckii;I;Angola,Botswana,Central African Republic,Chad,Eswatini,Ethiopia,Kenya,Lesotho,Malawi,Mozambique,Namibia,Rwanda,South Africa,South Sudan,Sudan,Uganda,United Republic of Tanzania,Zambia,Zimbabwe;;Cape Pangolin
Manis temminckii;8240.0;47;17300;0;Animalia;Mammalia;Pholidota;Manidae;Manis;temminckii;I;Angola,Botswana,Central African Republic,Chad,Eswatini,Ethiopia,Kenya,Lesotho,Malawi,Mozambique,Namibia,Rwanda,South Africa,South Sudan,Sudan,Uganda,United Republic of Tanzania,Zambia,Zimbabwe;; Scaly Anteater
Manis temminckii;8240.0;47;17300;0;Animalia;Mammalia;Pholidota;Manidae;Manis;temminckii;I;Angola,Botswana,Central African Republic,Chad,Eswatini,Ethiopia,Kenya,Lesotho,Malawi,Mozambique,Namibia,Rwanda,South Africa,South Sudan,Sudan,Uganda,United Republic of Tanzania,Zambia,Zimbabwe;; Temminck's Ground Pangolin
Manis temminckii;8240.0;47;17300;0;Animalia;Mammalia;Pholidota;Manidae;Manis;temminckii;I;Angola,Botswana,Central African Republic,Chad,Eswatini,Ethiopia,Kenya,Lesotho,Malawi,Mozambique,Namibia,Rwanda,South Africa,South Sudan,Sudan,Uganda,United Republic of Tanzania,Zambia,Zimbabwe;; South African Pangolin
Acipenser sturio;8133.0;43;96400;0;Animalia;Actinopteri;Acipenseriformes;Acipenseridae;Acipenser;sturio;I;Albania,Algeria,Belgium,Bulgaria,Croatia,Estonia,France,Georgia,Germany,Greece,Iceland,Ireland,Italy,Latvia,Lithuania,Montenegro,Morocco,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,Serbia,Spain,Sweden,Turkey,Ukraine,United Kingdom of Great Britain and Northern Ireland;Czech Republic,Denmark;Atlantic Sturgeon
Acipenser sturio;8133.0;43;96400;0;Animalia;Actinopteri;Acipenseriformes;Acipenseridae;Acipenser;sturio;I;Albania,Algeria,Belgium,Bulgaria,Croatia,Estonia,France,Georgia,Germany,Greece,Iceland,Ireland,Italy,Latvia,Lithuania,Montenegro,Morocco,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,Serbia,Spain,Sweden,Turkey,Ukraine,United Kingdom of Great Britain and Northern Ireland;Czech Republic,Denmark; Baltic Sturgeon
Acipenser sturio;8133.0;43;96400;0;Animalia;Actinopteri;Acipenseriformes;Acipenseridae;Acipenser;sturio;I;Albania,Algeria,Belgium,Bulgaria,Croatia,Estonia,France,Georgia,Germany,Greece,Iceland,Ireland,Italy,Latvia,Lithuania,Montenegro,Morocco,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,Serbia,Spain,Sweden,Turkey,Ukraine,United Kingdom of Great Britain and Northern Ireland;Czech Republic,Denmark; Common Sturgeon
Acipenser sturio;8133.0;43;96400;0;Animalia;Actinopteri;Acipenseriformes;Acipenseridae;Acipenser;sturio;I;Albania,Algeria,Belgium,Bulgaria,Croatia,Estonia,France,Georgia,Germany,Greece,Iceland,Ireland,Italy,Latvia,Lithuania,Montenegro,Morocco,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,Serbia,Spain,Sweden,Turkey,Ukraine,United Kingdom of Great Britain and Northern Ireland;Czech Republic,Denmark; European Sturgeon
Acipenser sturio;8133.0;43;96400;0;Animalia;Actinopteri;Acipenseriformes;Acipenseridae;Acipenser;sturio;I;Albania,Algeria,Belgium,Bulgaria,Croatia,Estonia,France,Georgia,Germany,Greece,Iceland,Ireland,Italy,Latvia,Lithuania,Montenegro,Morocco,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,Serbia,Spain,Sweden,Turkey,Ukraine,United Kingdom of Great Britain and Northern Ireland;Czech Republic,Denmark; Sea Sturgeon
Acipenser sturio;8133.0;43;96400;0;Animalia;Actinopteri;Acipenseriformes;Acipenseridae;Acipenser;sturio;I;Albania,Algeria,Belgium,Bulgaria,Croatia,Estonia,France,Georgia,Germany,Greece,Iceland,Ireland,Italy,Latvia,Lithuania,Montenegro,Morocco,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,Serbia,Spain,Sweden,Turkey,Ukraine,United Kingdom of Great Britain and Northern Ireland;Czech Republic,Denmark; Sturgeon
Branta sandvicensis;8120.0;60;54500;0;Animalia;Aves;Anseriformes;Anatidae;Branta;sandvicensis;I;United States of America;;Hawaiian Goose
Branta sandvicensis;8120.0;60;54500;0;Animalia;Aves;Anseriformes;Anatidae;Branta;sandvicensis;I;United States of America;; Nene
Eschrichtius robustus;8067.0;59;143000;1;Animalia;Mammalia;Cetacea;Eschrichtiidae;Eschrichtius;robustus;I;Canada,China,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;;Devil-fish
Eschrichtius robustus;8067.0;59;143000;1;Animalia;Mammalia;Cetacea;Eschrichtiidae;Eschrichtius;robustus;I;Canada,China,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;; Gray-back
Eschrichtius robustus;8067.0;59;143000;1;Animalia;Mammalia;Cetacea;Eschrichtiidae;Eschrichtius;robustus;I;Canada,China,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;; Gray whale
Eschrichtius robustus;8067.0;59;143000;1;Animalia;Mammalia;Cetacea;Eschrichtiidae;Eschrichtius;robustus;I;Canada,China,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;; Grey Whale
Eschrichtius robustus;8067.0;59;143000;1;Animalia;Mammalia;Cetacea;Eschrichtiidae;Eschrichtius;robustus;I;Canada,China,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;; Hard-head
