;title;views;scientific_name;datetime
3581;Gray whale;13378;Eschrichtius robustus;2016-12-01
3582;Gray whale;14623;Eschrichtius robustus;2017-01-01
3583;Gray whale;14558;Eschrichtius robustus;2017-02-01
3584;Gray whale;15988;Eschrichtius robustus;2017-03-01
3585;Gray whale;17451;Eschrichtius robustus;2017-04-01
3586;Gray whale;17100;Eschrichtius robustus;2017-05-01
3587;Gray whale;11280;Eschrichtius robustus;2017-06-01
3588;Gray whale;12306;Eschrichtius robustus;2017-07-01
3589;Gray whale;14603;Eschrichtius robustus;2017-08-01
3590;Gray whale;10578;Eschrichtius robustus;2017-09-01
3591;Gray whale;10256;Eschrichtius robustus;2017-10-01
3592;Gray whale;10869;Eschrichtius robustus;2017-11-01
3593;Gray whale;10886;Eschrichtius robustus;2017-12-01
3594;Gray whale;13894;Eschrichtius robustus;2018-01-01
3595;Gray whale;13751;Eschrichtius robustus;2018-02-01
3596;Gray whale;15615;Eschrichtius robustus;2018-03-01
3597;Gray whale;14845;Eschrichtius robustus;2018-04-01
3598;Gray whale;13390;Eschrichtius robustus;2018-05-01
3599;Gray whale;10422;Eschrichtius robustus;2018-06-01
3600;Gray whale;13750;Eschrichtius robustus;2018-07-01
3601;Gray whale;13616;Eschrichtius robustus;2018-08-01
3602;Gray whale;11921;Eschrichtius robustus;2018-09-01
3603;Gray whale;11995;Eschrichtius robustus;2018-10-01
3604;Gray whale;10127;Eschrichtius robustus;2018-11-01
3605;Gray whale;12432;Eschrichtius robustus;2018-12-01
3606;Gray whale;13457;Eschrichtius robustus;2019-01-01
3607;Gray whale;12071;Eschrichtius robustus;2019-02-01
3608;Gray whale;17610;Eschrichtius robustus;2019-03-01
3609;Gray whale;13873;Eschrichtius robustus;2019-04-01
3610;Gray whale;16827;Eschrichtius robustus;2019-05-01
3611;Gray whale;13292;Eschrichtius robustus;2019-06-01
3612;Gray whale;12417;Eschrichtius robustus;2019-07-01
3613;Gray whale;11615;Eschrichtius robustus;2019-08-01
3614;Gray whale;10923;Eschrichtius robustus;2019-09-01
3615;Gray whale;9696;Eschrichtius robustus;2019-10-01
3616;Gray whale;10234;Eschrichtius robustus;2019-11-01
3617;Gray whale;9639;Eschrichtius robustus;2019-12-01
3618;Gray whale;11455;Eschrichtius robustus;2020-01-01
3619;Gray whale;11507;Eschrichtius robustus;2020-02-01
3620;Gray whale;11119;Eschrichtius robustus;2020-03-01
3621;Gray whale;13600;Eschrichtius robustus;2020-04-01
3622;Gray whale;11771;Eschrichtius robustus;2020-05-01
3623;Gray whale;9037;Eschrichtius robustus;2020-06-01
3624;Gray whale;9876;Eschrichtius robustus;2020-07-01
3625;Gray whale;11568;Eschrichtius robustus;2020-08-01
3626;Gray whale;10177;Eschrichtius robustus;2020-09-01
3627;Gray whale;9692;Eschrichtius robustus;2020-10-01
3628;Gray whale;9506;Eschrichtius robustus;2020-11-01
3629;Gray whale;9356;Eschrichtius robustus;2020-12-01
3630;Giant pangolin;2797;Manis gigantea;2015-07-01
3631;Giant pangolin;3462;Manis gigantea;2015-08-01
3632;Giant pangolin;3013;Manis gigantea;2015-09-01
3633;Giant pangolin;2915;Manis gigantea;2015-10-01
3634;Giant pangolin;5201;Manis gigantea;2015-11-01
3635;Giant pangolin;3680;Manis gigantea;2015-12-01
3636;Giant pangolin;3143;Manis gigantea;2016-01-01
3637;Giant pangolin;3427;Manis gigantea;2016-02-01
3638;Giant pangolin;4045;Manis gigantea;2016-03-01
3639;Giant pangolin;4177;Manis gigantea;2016-04-01
3640;Giant pangolin;3669;Manis gigantea;2016-05-01
3641;Giant pangolin;3127;Manis gigantea;2016-06-01
3642;Giant pangolin;2490;Manis gigantea;2016-07-01
3643;Giant pangolin;4461;Manis gigantea;2016-08-01
3644;Giant pangolin;4713;Manis gigantea;2016-09-01
3645;Giant pangolin;3370;Manis gigantea;2016-10-01
3646;Giant pangolin;2815;Manis gigantea;2016-11-01
3647;Giant pangolin;2765;Manis gigantea;2016-12-01
3648;Giant pangolin;2479;Manis gigantea;2017-01-01
3649;Giant pangolin;5904;Manis gigantea;2017-02-01
3650;Giant pangolin;3123;Manis gigantea;2017-03-01
3651;Giant pangolin;2985;Manis gigantea;2017-04-01
3652;Giant pangolin;2979;Manis gigantea;2017-05-01
3653;Giant pangolin;2096;Manis gigantea;2017-06-01
3654;Giant pangolin;2552;Manis gigantea;2017-07-01
3655;Giant pangolin;2720;Manis gigantea;2017-08-01
3656;Giant pangolin;2335;Manis gigantea;2017-09-01
3657;Giant pangolin;2700;Manis gigantea;2017-10-01
3658;Giant pangolin;3774;Manis gigantea;2017-11-01
3659;Giant pangolin;3917;Manis gigantea;2017-12-01
3660;Giant pangolin;4233;Manis gigantea;2018-01-01
3661;Giant pangolin;5654;Manis gigantea;2018-02-01
3662;Giant pangolin;4813;Manis gigantea;2018-03-01
3663;Giant pangolin;3684;Manis gigantea;2018-04-01
3664;Giant pangolin;8732;Manis gigantea;2018-05-01
3665;Giant pangolin;4136;Manis gigantea;2018-06-01
3666;Giant pangolin;3612;Manis gigantea;2018-07-01
3667;Giant pangolin;3360;Manis gigantea;2018-08-01
3668;Giant pangolin;4757;Manis gigantea;2018-09-01
3669;Giant pangolin;7467;Manis gigantea;2018-10-01
3670;Giant pangolin;3935;Manis gigantea;2018-11-01
3671;Giant pangolin;4353;Manis gigantea;2018-12-01
3672;Giant pangolin;4516;Manis gigantea;2019-01-01
3673;Giant pangolin;9909;Manis gigantea;2019-02-01
3674;Giant pangolin;4535;Manis gigantea;2019-03-01
3675;Giant pangolin;7337;Manis gigantea;2019-04-01
3676;Giant pangolin;5433;Manis gigantea;2019-05-01
3677;Giant pangolin;4462;Manis gigantea;2019-06-01
3678;Giant pangolin;5049;Manis gigantea;2019-07-01
3679;Giant pangolin;3750;Manis gigantea;2019-08-01
3680;Giant pangolin;3516;Manis gigantea;2019-09-01
3681;Giant pangolin;3396;Manis gigantea;2019-10-01
3682;Giant pangolin;3451;Manis gigantea;2019-11-01
3683;Giant pangolin;5407;Manis gigantea;2019-12-01
3684;Giant pangolin;4599;Manis gigantea;2020-01-01
3685;Giant pangolin;14598;Manis gigantea;2020-02-01
3686;Giant pangolin;19737;Manis gigantea;2020-03-01
3687;Giant pangolin;8920;Manis gigantea;2020-04-01
3688;Giant pangolin;5467;Manis gigantea;2020-05-01
3689;Giant pangolin;3575;Manis gigantea;2020-06-01
3690;Giant pangolin;2681;Manis gigantea;2020-07-01
3691;Giant pangolin;2544;Manis gigantea;2020-08-01
3692;Giant pangolin;2591;Manis gigantea;2020-09-01
3693;Giant pangolin;4604;Manis gigantea;2020-10-01
3694;Giant pangolin;3149;Manis gigantea;2020-11-01
3695;Giant pangolin;2818;Manis gigantea;2020-12-01
3696;Sunda pangolin;1368;Manis javanica;2015-07-01
3697;Sunda pangolin;1525;Manis javanica;2015-08-01
3698;Sunda pangolin;1414;Manis javanica;2015-09-01
3699;Sunda pangolin;1630;Manis javanica;2015-10-01
3700;Sunda pangolin;2570;Manis javanica;2015-11-01
3701;Sunda pangolin;1541;Manis javanica;2015-12-01
3702;Sunda pangolin;1766;Manis javanica;2016-01-01
3703;Sunda pangolin;2191;Manis javanica;2016-02-01
3704;Sunda pangolin;2636;Manis javanica;2016-03-01
3705;Sunda pangolin;2788;Manis javanica;2016-04-01
3706;Sunda pangolin;2397;Manis javanica;2016-05-01
3707;Sunda pangolin;1990;Manis javanica;2016-06-01
3708;Sunda pangolin;1636;Manis javanica;2016-07-01
3709;Sunda pangolin;2232;Manis javanica;2016-08-01
3710;Sunda pangolin;2663;Manis javanica;2016-09-01
3711;Sunda pangolin;2687;Manis javanica;2016-10-01
3712;Sunda pangolin;2738;Manis javanica;2016-11-01
3713;Sunda pangolin;2389;Manis javanica;2016-12-01
3714;Sunda pangolin;2332;Manis javanica;2017-01-01
3715;Sunda pangolin;4444;Manis javanica;2017-02-01
3716;Sunda pangolin;2806;Manis javanica;2017-03-01
3717;Sunda pangolin;2319;Manis javanica;2017-04-01
3718;Sunda pangolin;2450;Manis javanica;2017-05-01
3719;Sunda pangolin;2523;Manis javanica;2017-06-01
3720;Sunda pangolin;2400;Manis javanica;2017-07-01
3721;Sunda pangolin;2198;Manis javanica;2017-08-01
3722;Sunda pangolin;1855;Manis javanica;2017-09-01
3723;Sunda pangolin;2070;Manis javanica;2017-10-01
3724;Sunda pangolin;2227;Manis javanica;2017-11-01
3725;Sunda pangolin;1856;Manis javanica;2017-12-01
3726;Sunda pangolin;2109;Manis javanica;2018-01-01
3727;Sunda pangolin;2315;Manis javanica;2018-02-01
3728;Sunda pangolin;2430;Manis javanica;2018-03-01
3729;Sunda pangolin;2115;Manis javanica;2018-04-01
3730;Sunda pangolin;3375;Manis javanica;2018-05-01
3731;Sunda pangolin;2850;Manis javanica;2018-06-01
3732;Sunda pangolin;2567;Manis javanica;2018-07-01
3733;Sunda pangolin;2468;Manis javanica;2018-08-01
3734;Sunda pangolin;2534;Manis javanica;2018-09-01
3735;Sunda pangolin;3462;Manis javanica;2018-10-01
3736;Sunda pangolin;2198;Manis javanica;2018-11-01
3737;Sunda pangolin;2506;Manis javanica;2018-12-01
3738;Sunda pangolin;2827;Manis javanica;2019-01-01
3739;Sunda pangolin;4296;Manis javanica;2019-02-01
3740;Sunda pangolin;3508;Manis javanica;2019-03-01
3741;Sunda pangolin;3739;Manis javanica;2019-04-01
3742;Sunda pangolin;2712;Manis javanica;2019-05-01
3743;Sunda pangolin;2468;Manis javanica;2019-06-01
3744;Sunda pangolin;2361;Manis javanica;2019-07-01
3745;Sunda pangolin;2090;Manis javanica;2019-08-01
3746;Sunda pangolin;1899;Manis javanica;2019-09-01
3747;Sunda pangolin;2007;Manis javanica;2019-10-01
3748;Sunda pangolin;2432;Manis javanica;2019-11-01
3749;Sunda pangolin;2351;Manis javanica;2019-12-01
3750;Sunda pangolin;2386;Manis javanica;2020-01-01
3751;Sunda pangolin;7536;Manis javanica;2020-02-01
3752;Sunda pangolin;41659;Manis javanica;2020-03-01
3753;Sunda pangolin;13921;Manis javanica;2020-04-01
3754;Sunda pangolin;6625;Manis javanica;2020-05-01
3755;Sunda pangolin;5501;Manis javanica;2020-06-01
3756;Sunda pangolin;2664;Manis javanica;2020-07-01
3757;Sunda pangolin;2406;Manis javanica;2020-08-01
3758;Sunda pangolin;2200;Manis javanica;2020-09-01
3759;Sunda pangolin;2997;Manis javanica;2020-10-01
3760;Sunda pangolin;2828;Manis javanica;2020-11-01
3761;Sunda pangolin;3299;Manis javanica;2020-12-01
3762;Javan rhinoceros;14474;Rhinoceros sondaicus;2015-07-01
3763;Javan rhinoceros;17879;Rhinoceros sondaicus;2015-08-01
3764;Javan rhinoceros;13027;Rhinoceros sondaicus;2015-09-01
3765;Javan rhinoceros;12929;Rhinoceros sondaicus;2015-10-01
3766;Javan rhinoceros;14739;Rhinoceros sondaicus;2015-11-01
3767;Javan rhinoceros;11280;Rhinoceros sondaicus;2015-12-01
3768;Javan rhinoceros;15568;Rhinoceros sondaicus;2016-01-01
3769;Javan rhinoceros;14426;Rhinoceros sondaicus;2016-02-01
3770;Javan rhinoceros;15779;Rhinoceros sondaicus;2016-03-01
3771;Javan rhinoceros;15584;Rhinoceros sondaicus;2016-04-01
3772;Javan rhinoceros;15897;Rhinoceros sondaicus;2016-05-01
3773;Javan rhinoceros;13920;Rhinoceros sondaicus;2016-06-01
3774;Javan rhinoceros;12053;Rhinoceros sondaicus;2016-07-01
3775;Javan rhinoceros;11960;Rhinoceros sondaicus;2016-08-01
3776;Javan rhinoceros;14634;Rhinoceros sondaicus;2016-09-01
3777;Javan rhinoceros;13566;Rhinoceros sondaicus;2016-10-01
3778;Javan rhinoceros;14455;Rhinoceros sondaicus;2016-11-01
3779;Javan rhinoceros;13134;Rhinoceros sondaicus;2016-12-01
3780;Javan rhinoceros;13397;Rhinoceros sondaicus;2017-01-01
3781;Javan rhinoceros;13769;Rhinoceros sondaicus;2017-02-01
3782;Javan rhinoceros;25340;Rhinoceros sondaicus;2017-03-01
3783;Javan rhinoceros;12691;Rhinoceros sondaicus;2017-04-01
3784;Javan rhinoceros;13574;Rhinoceros sondaicus;2017-05-01
3785;Javan rhinoceros;10492;Rhinoceros sondaicus;2017-06-01
3786;Javan rhinoceros;10191;Rhinoceros sondaicus;2017-07-01
3787;Javan rhinoceros;10357;Rhinoceros sondaicus;2017-08-01
3788;Javan rhinoceros;10798;Rhinoceros sondaicus;2017-09-01
3789;Javan rhinoceros;11077;Rhinoceros sondaicus;2017-10-01
3790;Javan rhinoceros;23810;Rhinoceros sondaicus;2017-11-01
3791;Javan rhinoceros;13096;Rhinoceros sondaicus;2017-12-01
3792;Javan rhinoceros;12853;Rhinoceros sondaicus;2018-01-01
3793;Javan rhinoceros;11452;Rhinoceros sondaicus;2018-02-01
3794;Javan rhinoceros;30248;Rhinoceros sondaicus;2018-03-01
3795;Javan rhinoceros;14911;Rhinoceros sondaicus;2018-04-01
3796;Javan rhinoceros;13657;Rhinoceros sondaicus;2018-05-01
3797;Javan rhinoceros;10897;Rhinoceros sondaicus;2018-06-01
3798;Javan rhinoceros;14629;Rhinoceros sondaicus;2018-07-01
3799;Javan rhinoceros;14365;Rhinoceros sondaicus;2018-08-01
3800;Javan rhinoceros;12098;Rhinoceros sondaicus;2018-09-01
3801;Javan rhinoceros;11633;Rhinoceros sondaicus;2018-10-01
3802;Javan rhinoceros;12115;Rhinoceros sondaicus;2018-11-01
3803;Javan rhinoceros;16943;Rhinoceros sondaicus;2018-12-01
3804;Javan rhinoceros;12716;Rhinoceros sondaicus;2019-01-01
3805;Javan rhinoceros;11017;Rhinoceros sondaicus;2019-02-01
3806;Javan rhinoceros;11737;Rhinoceros sondaicus;2019-03-01
3807;Javan rhinoceros;12916;Rhinoceros sondaicus;2019-04-01
3808;Javan rhinoceros;20112;Rhinoceros sondaicus;2019-05-01
3809;Javan rhinoceros;9573;Rhinoceros sondaicus;2019-06-01
3810;Javan rhinoceros;10410;Rhinoceros sondaicus;2019-07-01
3811;Javan rhinoceros;10716;Rhinoceros sondaicus;2019-08-01
3812;Javan rhinoceros;11359;Rhinoceros sondaicus;2019-09-01
3813;Javan rhinoceros;11543;Rhinoceros sondaicus;2019-10-01
3814;Javan rhinoceros;15429;Rhinoceros sondaicus;2019-11-01
3815;Javan rhinoceros;11476;Rhinoceros sondaicus;2019-12-01
3816;Javan rhinoceros;11545;Rhinoceros sondaicus;2020-01-01
3817;Javan rhinoceros;10922;Rhinoceros sondaicus;2020-02-01
3818;Javan rhinoceros;10644;Rhinoceros sondaicus;2020-03-01
3819;Javan rhinoceros;12073;Rhinoceros sondaicus;2020-04-01
3820;Javan rhinoceros;11298;Rhinoceros sondaicus;2020-05-01
3821;Javan rhinoceros;9430;Rhinoceros sondaicus;2020-06-01
3822;Javan rhinoceros;11720;Rhinoceros sondaicus;2020-07-01
3823;Javan rhinoceros;13109;Rhinoceros sondaicus;2020-08-01
3824;Javan rhinoceros;11640;Rhinoceros sondaicus;2020-09-01
3825;Javan rhinoceros;11121;Rhinoceros sondaicus;2020-10-01
3826;Javan rhinoceros;10148;Rhinoceros sondaicus;2020-11-01
3827;Javan rhinoceros;11315;Rhinoceros sondaicus;2020-12-01
3828;Eastern ground parrot;497;Pezoporus wallicus;2015-07-01
3829;Eastern ground parrot;833;Pezoporus wallicus;2015-08-01
3830;Eastern ground parrot;549;Pezoporus wallicus;2015-09-01
3831;Eastern ground parrot;557;Pezoporus wallicus;2015-10-01
3832;Eastern ground parrot;578;Pezoporus wallicus;2015-11-01
3833;Eastern ground parrot;590;Pezoporus wallicus;2015-12-01
3834;Eastern ground parrot;721;Pezoporus wallicus;2016-01-01
3835;Eastern ground parrot;504;Pezoporus wallicus;2016-02-01
3836;Eastern ground parrot;582;Pezoporus wallicus;2016-03-01
3837;Eastern ground parrot;543;Pezoporus wallicus;2016-04-01
3838;Eastern ground parrot;485;Pezoporus wallicus;2016-05-01
3839;Eastern ground parrot;471;Pezoporus wallicus;2016-06-01
3840;Eastern ground parrot;432;Pezoporus wallicus;2016-07-01
3841;Eastern ground parrot;515;Pezoporus wallicus;2016-08-01
3842;Eastern ground parrot;415;Pezoporus wallicus;2016-09-01
3843;Eastern ground parrot;694;Pezoporus wallicus;2016-10-01
3844;Eastern ground parrot;465;Pezoporus wallicus;2016-11-01
3845;Eastern ground parrot;481;Pezoporus wallicus;2016-12-01
3846;Eastern ground parrot;504;Pezoporus wallicus;2017-01-01
3847;Eastern ground parrot;484;Pezoporus wallicus;2017-02-01
3848;Eastern ground parrot;765;Pezoporus wallicus;2017-03-01
3849;Eastern ground parrot;571;Pezoporus wallicus;2017-04-01
3850;Eastern ground parrot;476;Pezoporus wallicus;2017-05-01
3851;Eastern ground parrot;416;Pezoporus wallicus;2017-06-01
3852;Eastern ground parrot;413;Pezoporus wallicus;2017-07-01
3853;Eastern ground parrot;425;Pezoporus wallicus;2017-08-01
3854;Eastern ground parrot;525;Pezoporus wallicus;2017-09-01
3855;Eastern ground parrot;520;Pezoporus wallicus;2017-10-01
3856;Eastern ground parrot;457;Pezoporus wallicus;2017-11-01
3857;Eastern ground parrot;452;Pezoporus wallicus;2017-12-01
3858;Eastern ground parrot;514;Pezoporus wallicus;2018-01-01
3859;Eastern ground parrot;391;Pezoporus wallicus;2018-02-01
3860;Eastern ground parrot;486;Pezoporus wallicus;2018-03-01
3861;Eastern ground parrot;484;Pezoporus wallicus;2018-04-01
3862;Eastern ground parrot;439;Pezoporus wallicus;2018-05-01
3863;Eastern ground parrot;378;Pezoporus wallicus;2018-06-01
3864;Eastern ground parrot;370;Pezoporus wallicus;2018-07-01
3865;Eastern ground parrot;412;Pezoporus wallicus;2018-08-01
3866;Eastern ground parrot;362;Pezoporus wallicus;2018-09-01
3867;Eastern ground parrot;456;Pezoporus wallicus;2018-10-01
3868;Eastern ground parrot;362;Pezoporus wallicus;2018-11-01
3869;Eastern ground parrot;340;Pezoporus wallicus;2018-12-01
3870;Eastern ground parrot;440;Pezoporus wallicus;2019-01-01
3871;Eastern ground parrot;428;Pezoporus wallicus;2019-02-01
3872;Eastern ground parrot;545;Pezoporus wallicus;2019-03-01
3873;Eastern ground parrot;418;Pezoporus wallicus;2019-04-01
3874;Eastern ground parrot;349;Pezoporus wallicus;2019-05-01
3875;Eastern ground parrot;351;Pezoporus wallicus;2019-06-01
3876;Eastern ground parrot;420;Pezoporus wallicus;2019-07-01
3877;Eastern ground parrot;416;Pezoporus wallicus;2019-08-01
3878;Eastern ground parrot;369;Pezoporus wallicus;2019-09-01
3879;Eastern ground parrot;381;Pezoporus wallicus;2019-10-01
3880;Eastern ground parrot;423;Pezoporus wallicus;2019-11-01
3881;Eastern ground parrot;371;Pezoporus wallicus;2019-12-01
3882;Eastern ground parrot;804;Pezoporus wallicus;2020-01-01
3883;Eastern ground parrot;448;Pezoporus wallicus;2020-02-01
3884;Eastern ground parrot;386;Pezoporus wallicus;2020-03-01
3885;Eastern ground parrot;391;Pezoporus wallicus;2020-04-01
3886;Eastern ground parrot;395;Pezoporus wallicus;2020-05-01
3887;Eastern ground parrot;439;Pezoporus wallicus;2020-06-01
3888;Eastern ground parrot;397;Pezoporus wallicus;2020-07-01
3889;Eastern ground parrot;446;Pezoporus wallicus;2020-08-01
3890;Eastern ground parrot;381;Pezoporus wallicus;2020-09-01
3891;Eastern ground parrot;379;Pezoporus wallicus;2020-10-01
3892;Eastern ground parrot;408;Pezoporus wallicus;2020-11-01
3893;Eastern ground parrot;664;Pezoporus wallicus;2020-12-01
3894;Sunda clouded leopard;4574;Neofelis diardi;2015-07-01
3895;Sunda clouded leopard;4888;Neofelis diardi;2015-08-01
3896;Sunda clouded leopard;4293;Neofelis diardi;2015-09-01
3897;Sunda clouded leopard;4778;Neofelis diardi;2015-10-01
3898;Sunda clouded leopard;5213;Neofelis diardi;2015-11-01
3899;Sunda clouded leopard;4537;Neofelis diardi;2015-12-01
3900;Sunda clouded leopard;5031;Neofelis diardi;2016-01-01
3901;Sunda clouded leopard;7220;Neofelis diardi;2016-02-01
3902;Sunda clouded leopard;5110;Neofelis diardi;2016-03-01
3903;Sunda clouded leopard;4900;Neofelis diardi;2016-04-01
3904;Sunda clouded leopard;4678;Neofelis diardi;2016-05-01
3905;Sunda clouded leopard;4173;Neofelis diardi;2016-06-01
3906;Sunda clouded leopard;3922;Neofelis diardi;2016-07-01
3907;Sunda clouded leopard;4103;Neofelis diardi;2016-08-01
3908;Sunda clouded leopard;4059;Neofelis diardi;2016-09-01
3909;Sunda clouded leopard;4061;Neofelis diardi;2016-10-01
3910;Sunda clouded leopard;4759;Neofelis diardi;2016-11-01
3911;Sunda clouded leopard;6597;Neofelis diardi;2016-12-01
3912;Sunda clouded leopard;6524;Neofelis diardi;2017-01-01
3913;Sunda clouded leopard;6104;Neofelis diardi;2017-02-01
3914;Sunda clouded leopard;7004;Neofelis diardi;2017-03-01
3915;Sunda clouded leopard;5402;Neofelis diardi;2017-04-01
3916;Sunda clouded leopard;5494;Neofelis diardi;2017-05-01
3917;Sunda clouded leopard;4774;Neofelis diardi;2017-06-01
3918;Sunda clouded leopard;4768;Neofelis diardi;2017-07-01
3919;Sunda clouded leopard;4586;Neofelis diardi;2017-08-01
3920;Sunda clouded leopard;4754;Neofelis diardi;2017-09-01
3921;Sunda clouded leopard;4594;Neofelis diardi;2017-10-01
3922;Sunda clouded leopard;5773;Neofelis diardi;2017-11-01
3923;Sunda clouded leopard;4876;Neofelis diardi;2017-12-01
3924;Sunda clouded leopard;6352;Neofelis diardi;2018-01-01
3925;Sunda clouded leopard;4771;Neofelis diardi;2018-02-01
3926;Sunda clouded leopard;5501;Neofelis diardi;2018-03-01
3927;Sunda clouded leopard;4579;Neofelis diardi;2018-04-01
3928;Sunda clouded leopard;4943;Neofelis diardi;2018-05-01
3929;Sunda clouded leopard;4533;Neofelis diardi;2018-06-01
3930;Sunda clouded leopard;5503;Neofelis diardi;2018-07-01
3931;Sunda clouded leopard;5026;Neofelis diardi;2018-08-01
3932;Sunda clouded leopard;4374;Neofelis diardi;2018-09-01
3933;Sunda clouded leopard;4532;Neofelis diardi;2018-10-01
3934;Sunda clouded leopard;4614;Neofelis diardi;2018-11-01
3935;Sunda clouded leopard;5138;Neofelis diardi;2018-12-01
3936;Sunda clouded leopard;5365;Neofelis diardi;2019-01-01
3937;Sunda clouded leopard;6548;Neofelis diardi;2019-02-01
3938;Sunda clouded leopard;6204;Neofelis diardi;2019-03-01
3939;Sunda clouded leopard;5173;Neofelis diardi;2019-04-01
3940;Sunda clouded leopard;4942;Neofelis diardi;2019-05-01
3941;Sunda clouded leopard;4301;Neofelis diardi;2019-06-01
3942;Sunda clouded leopard;4955;Neofelis diardi;2019-07-01
3943;Sunda clouded leopard;5137;Neofelis diardi;2019-08-01
3944;Sunda clouded leopard;4975;Neofelis diardi;2019-09-01
3945;Sunda clouded leopard;4269;Neofelis diardi;2019-10-01
3946;Sunda clouded leopard;4242;Neofelis diardi;2019-11-01
3947;Sunda clouded leopard;3883;Neofelis diardi;2019-12-01
3948;Sunda clouded leopard;4518;Neofelis diardi;2020-01-01
3949;Sunda clouded leopard;4757;Neofelis diardi;2020-02-01
3950;Sunda clouded leopard;6671;Neofelis diardi;2020-03-01
3951;Sunda clouded leopard;10110;Neofelis diardi;2020-04-01
3952;Sunda clouded leopard;5994;Neofelis diardi;2020-05-01
3953;Sunda clouded leopard;4390;Neofelis diardi;2020-06-01
3954;Sunda clouded leopard;4819;Neofelis diardi;2020-07-01
3955;Sunda clouded leopard;5081;Neofelis diardi;2020-08-01
3956;Sunda clouded leopard;4544;Neofelis diardi;2020-09-01
3957;Sunda clouded leopard;5281;Neofelis diardi;2020-10-01
3958;Sunda clouded leopard;4091;Neofelis diardi;2020-11-01
3959;Sunda clouded leopard;4358;Neofelis diardi;2020-12-01
3960;Tanimbar corella;1290;Cacatua goffiniana;2015-07-01
3961;Tanimbar corella;1289;Cacatua goffiniana;2015-08-01
3962;Tanimbar corella;1372;Cacatua goffiniana;2015-09-01
3963;Tanimbar corella;1488;Cacatua goffiniana;2015-10-01
3964;Tanimbar corella;1245;Cacatua goffiniana;2015-11-01
3965;Tanimbar corella;1431;Cacatua goffiniana;2015-12-01
3966;Tanimbar corella;1634;Cacatua goffiniana;2016-01-01
3967;Tanimbar corella;1660;Cacatua goffiniana;2016-02-01
3968;Tanimbar corella;1716;Cacatua goffiniana;2016-03-01
3969;Tanimbar corella;1457;Cacatua goffiniana;2016-04-01
3970;Tanimbar corella;1295;Cacatua goffiniana;2016-05-01
3971;Tanimbar corella;1338;Cacatua goffiniana;2016-06-01
3972;Tanimbar corella;1530;Cacatua goffiniana;2016-07-01
3973;Tanimbar corella;1367;Cacatua goffiniana;2016-08-01
3974;Tanimbar corella;1267;Cacatua goffiniana;2016-09-01
3975;Tanimbar corella;1312;Cacatua goffiniana;2016-10-01
3976;Tanimbar corella;1856;Cacatua goffiniana;2016-11-01
3977;Tanimbar corella;1415;Cacatua goffiniana;2016-12-01
3978;Tanimbar corella;1567;Cacatua goffiniana;2017-01-01
3979;Tanimbar corella;1489;Cacatua goffiniana;2017-02-01
3980;Tanimbar corella;1643;Cacatua goffiniana;2017-03-01
3981;Tanimbar corella;1650;Cacatua goffiniana;2017-04-01
3982;Tanimbar corella;1636;Cacatua goffiniana;2017-05-01
3983;Tanimbar corella;1463;Cacatua goffiniana;2017-06-01
3984;Tanimbar corella;1624;Cacatua goffiniana;2017-07-01
3985;Tanimbar corella;1332;Cacatua goffiniana;2017-08-01
3986;Tanimbar corella;1242;Cacatua goffiniana;2017-09-01
3987;Tanimbar corella;1374;Cacatua goffiniana;2017-10-01
3988;Tanimbar corella;1680;Cacatua goffiniana;2017-11-01
3989;Tanimbar corella;1500;Cacatua goffiniana;2017-12-01
3990;Tanimbar corella;1553;Cacatua goffiniana;2018-01-01
3991;Tanimbar corella;1438;Cacatua goffiniana;2018-02-01
3992;Tanimbar corella;1604;Cacatua goffiniana;2018-03-01
3993;Tanimbar corella;1621;Cacatua goffiniana;2018-04-01
3994;Tanimbar corella;1500;Cacatua goffiniana;2018-05-01
3995;Tanimbar corella;1476;Cacatua goffiniana;2018-06-01
3996;Tanimbar corella;1652;Cacatua goffiniana;2018-07-01
3997;Tanimbar corella;1560;Cacatua goffiniana;2018-08-01
3998;Tanimbar corella;1587;Cacatua goffiniana;2018-09-01
3999;Tanimbar corella;1454;Cacatua goffiniana;2018-10-01
4000;Tanimbar corella;2261;Cacatua goffiniana;2018-11-01
4001;Tanimbar corella;1541;Cacatua goffiniana;2018-12-01
4002;Tanimbar corella;1630;Cacatua goffiniana;2019-01-01
4003;Tanimbar corella;1430;Cacatua goffiniana;2019-02-01
4004;Tanimbar corella;1522;Cacatua goffiniana;2019-03-01
4005;Tanimbar corella;1326;Cacatua goffiniana;2019-04-01
4006;Tanimbar corella;1628;Cacatua goffiniana;2019-05-01
4007;Tanimbar corella;1167;Cacatua goffiniana;2019-06-01
4008;Tanimbar corella;1902;Cacatua goffiniana;2019-07-01
4009;Tanimbar corella;1538;Cacatua goffiniana;2019-08-01
4010;Tanimbar corella;1285;Cacatua goffiniana;2019-09-01
4011;Tanimbar corella;1162;Cacatua goffiniana;2019-10-01
4012;Tanimbar corella;1180;Cacatua goffiniana;2019-11-01
4013;Tanimbar corella;1513;Cacatua goffiniana;2019-12-01
4014;Tanimbar corella;1593;Cacatua goffiniana;2020-01-01
4015;Tanimbar corella;1243;Cacatua goffiniana;2020-02-01
4016;Tanimbar corella;1422;Cacatua goffiniana;2020-03-01
4017;Tanimbar corella;1546;Cacatua goffiniana;2020-04-01
4018;Tanimbar corella;1502;Cacatua goffiniana;2020-05-01
