gl_hits;scientific_name;Charisma;Kingdom;Class;Order;Family;Genus;Species;Listing;NativeDistributionFullNames;Extinct_Distribution
315000;Crocodylus niloticus;1;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;niloticus;I/II;Angola,Benin,Botswana,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Egypt,Equatorial Guinea,Eritrea,Eswatini,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Kenya,Liberia,Madagascar,Malawi,Mali,Mauritania,Mozambique,Namibia,Niger,Nigeria,Rwanda,Senegal,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Togo,Uganda,United Republic of Tanzania,Zambia,Zimbabwe;Algeria,Comoros,Djibouti,Israel
311000;Araucaria araucana;1;Plantae;;Pinales;Araucariaceae;Araucaria;araucana;I;Argentina,Chile;
302000;Lepidochelys olivacea;1;Animalia;Reptilia;Testudines;Cheloniidae;Lepidochelys;olivacea;I;Angola,Antigua and Barbuda,Australia,Bahrain,Bangladesh,Barbados,Benin,Brazil,Brunei Darussalam,Cabo Verde,Cambodia,Cameroon,Canada,Chile,China,Colombia,Comoros,Comoros,Congo,Costa Rica,Côte d'Ivoire,Cuba,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Fiji,French Guiana [FR],Gabon,Gambia,Ghana,Grenada,Guadeloupe,Guatemala,Guinea,Guinea Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kenya,Kuwait,Liberia,Madagascar,Malaysia,Maldives,Mauritania,Mauritius,Mexico,Micronesia (Federated States of),Mozambique,Myanmar,Namibia,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Nigeria,Oman,Pakistan,Panama,Papua New Guinea,Peru,Philippines,Portugal,Qatar,Sao Tome and Principe,Saudi Arabia,Senegal,Seychelles,Sierra Leone,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Suriname,Taiwan, Province of China,Thailand,Timor-Leste,Togo,Trinidad and Tobago,United Arab Emirates,United Arab Emirates,United Republic of Tanzania,United States of America,Uruguay,Vanuatu,Venezuela (Bolivarian Republic of),Viet Nam,Yemen;
296000;Crocodylus porosus;1;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;porosus;I/II;Australia,Bangladesh,Brunei Darussalam,Cambodia,Cocos (Keeling) Islands,Fiji,Hong Kong, SAR,India,Indonesia,Malaysia,Micronesia (Federated States of),Myanmar,Palau,Papua New Guinea,Philippines,Solomon Islands,Sri Lanka,Vanuatu,Viet Nam;Singapore
260000;Pongo abelii;1;Animalia;Mammalia;Primates;Hominidae;Pongo;abelii;I;Indonesia;
255000;Leopardus pardalis;1;Animalia;Mammalia;Carnivora;Felidae;Leopardus;pardalis;I;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,Trinidad and Tobago,United States of America,Uruguay,Venezuela (Bolivarian Republic of);
250000;Harpia harpyja;1;Animalia;Aves;Falconiformes;Accipitridae;Harpia;harpyja;I;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,Venezuela (Bolivarian Republic of);
250000;Panthera uncia;1;Animalia;Mammalia;Carnivora;Felidae;Panthera;uncia;I;Afghanistan,Bhutan,China,India,Kazakhstan,Kyrgyzstan,Mongolia,Myanmar,Nepal,Pakistan,Russian Federation,Tajikistan,Uzbekistan;
245000;Vultur gryphus;1;Animalia;Aves;Falconiformes;Cathartidae;Vultur;gryphus;I;Argentina,Bolivia (Plurinational State of),Brazil,Chile,Colombia,Ecuador,Paraguay,Peru,Venezuela (Bolivarian Republic of);
233000;Gorilla beringei;1;Animalia;Mammalia;Primates;Hominidae;Gorilla;beringei;I;Democratic Republic of the Congo,Rwanda,Uganda;
222000;Astrophytum asterias;1;Plantae;;Caryophyllales;Cactaceae;Astrophytum;asterias;I;Mexico,United States of America;
220000;Psittacus erithacus;1;Animalia;Aves;Psittaciformes;Psittacidae;Psittacus;erithacus;I;Angola,Benin,Burundi,Cameroon,Central African Republic,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Ghana,Guinea,Guinea Bissau,Kenya,Liberia,Mali,Nigeria,Rwanda,Sao Tome and Principe,Sierra Leone,Togo,Uganda,United Republic of Tanzania;
219000;Diceros bicornis;1;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Diceros;bicornis;I;Angola,Botswana,Cameroon,Central African Republic,Chad,Eritrea,Ethiopia,Kenya,Malawi,Mozambique,Namibia,Somalia,South Africa,South Sudan,Uganda,United Republic of Tanzania,Zambia,Zimbabwe;Burundi,Côte d'Ivoire,Democratic Republic of the Congo,Niger,Nigeria
218000;Monachus monachus;1;Animalia;Mammalia;Carnivora;Phocidae;Monachus;monachus;I;Algeria,Cabo Verde,Cyprus,Gambia,Greece,Mauritania,Russian Federation,Senegal,Spain,Turkey,Western Sahara;Egypt,France,Georgia,Israel,Italy,Lebanon,Malta,Morocco,Portugal,Syrian Arab Republic
217000;Balaenoptera physalus;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;physalus;I;Algeria,Angola,Antarctica,Argentina,Australia,Bangladesh,Belgium,Belize,Brazil,Canada,Chile,Colombia,Costa Rica,Côte d'Ivoire,Croatia,Cyprus,Democratic People's Republic of Korea,Denmark,Ecuador,Egypt,El Salvador,Faroe Islands,Fiji,France,French Polynesia,French Southern and Antarctic Territories,Gabon,Germany,Greece,Greenland,Guyana,Honduras,Hong Kong, SAR,Iceland,India,Indonesia,Ireland,Israel,Italy,Japan,Kenya,Madagascar,Malta,Mauritania,Mexico,Monaco,Morocco,Mozambique,Myanmar,Namibia,Netherlands,Netherlands Antilles,New Zealand,Norway,Pakistan,Peru,Poland,Portugal,Republic of Korea,Russian Federation,Sao Tome and Principe,Saudi Arabia,South Africa,South Georgia and South Sandwich Islands (United Kingdom),Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Taiwan, Province of China,Tunisia,Turkey,United Arab Emirates,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Venezuela (Bolivarian Republic of);
214000;Trichechus manatus;1;Animalia;Mammalia;Sirenia;Trichechidae;Trichechus;manatus;I;Bahamas,Belize,Brazil,Colombia,Costa Rica,Cuba,Dominican Republic,Guatemala,Guyana,Haiti,Honduras,Jamaica,Mexico,Netherlands Antilles,Nicaragua,Panama,Puerto Rico,Suriname,Trinidad and Tobago,United States of America,Venezuela (Bolivarian Republic of);Antigua and Barbuda,British Virgin Islands (United Kingdom),Grenada,Guadeloupe,Martinique,Virgin Islands of the USA
209000;Chitra chitra;1;Animalia;Reptilia;Testudines;Trionychidae;Chitra;chitra;I;Indonesia,Malaysia,Thailand;
192000;Macaca sylvanus;1;Animalia;Mammalia;Primates;Cercopithecidae;Macaca;sylvanus;I;Algeria,Morocco;
190000;Pelecanus crispus;1;Animalia;Aves;Pelecaniformes;Pelecanidae;Pelecanus;crispus;I;Afghanistan,Albania,Algeria,Armenia,Azerbaijan,Bulgaria,China,Cyprus,Egypt,Georgia,Greece,Hong Kong, SAR,India,Iran (Islamic Republic of),Iraq,Israel,Italy,Kazakhstan,Kuwait,Kyrgyzstan,Latvia,Lebanon,Mongolia,Montenegro,Pakistan,Poland,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Slovakia,Syrian Arab Republic,Taiwan, Province of China,Tajikistan,Turkey,Turkmenistan,Ukraine,United Arab Emirates,Uzbekistan,Western Sahara;Austria,Bosnia and Herzegovina,Croatia,Germany,Hungary,North Macedonia,Serbia
188000;Crocodylus acutus;1;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;acutus;I/II;Belize,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Haiti,Honduras,Jamaica,Mexico,Nicaragua,Panama,Peru,United States of America,Venezuela (Bolivarian Republic of);
181000;Nasalis larvatus;1;Animalia;Mammalia;Primates;Cercopithecidae;Nasalis;larvatus;I;Brunei Darussalam,Indonesia,Malaysia;
180000;Balaenoptera acutorostrata;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;acutorostrata;I/II;Argentina,Australia,Bahamas,Bangladesh,Belgium,Bermuda (United Kingdom),Brazil,Canada,Chile,China,Colombia,Costa Rica,Democratic People's Republic of Korea,Denmark,Ecuador,Finland,France,French Polynesia,French Southern and Antarctic Territories,Germany,Greece,Greenland,Guyana,Iceland,India,Indonesia,Ireland,Isle of Man (United Kingdom),Israel,Italy,Japan,Malaysia,Malta,Mauritania,Mexico,Mozambique,Myanmar,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Norway,Peru,Philippines,Portugal,Republic of Korea,Russian Federation,Saudi Arabia,South Africa,Spain,Sri Lanka,Suriname,Svalbard and Jan Mayen Islands,Sweden,Taiwan, Province of China,Thailand,Tunisia,Turkey,United Kingdom of Great Britain and Northern Ireland,United States of America,Uruguay,Venezuela (Bolivarian Republic of),Viet Nam;
179000;Caracal caracal;1;Animalia;Mammalia;Carnivora;Felidae;Caracal;caracal;I/II;Afghanistan,Algeria,Angola,Benin,Botswana,Cameroon,Central African Republic,Chad,Democratic Republic of the Congo,Djibouti,Egypt,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,India,Iran (Islamic Republic of),Iraq,Israel,Jordan,Kazakhstan,Kenya,Kuwait,Lebanon,Lesotho,Libya,Malawi,Mauritania,Morocco,Mozambique,Namibia,Niger,Nigeria,Oman,Pakistan,Saudi Arabia,Senegal,Somalia,South Africa,South Sudan,Sudan,Syrian Arab Republic,Tajikistan,Togo,Tunisia,Turkey,Turkmenistan,Uganda,United Arab Emirates,United Republic of Tanzania,Uzbekistan,Yemen,Zambia,Zimbabwe;
179000;Dugong dugon;1;Animalia;Mammalia;Sirenia;Dugongidae;Dugong;dugon;I;Australia,Bahrain,Bangladesh,Brunei Darussalam,Cambodia,China,Comoros,Democratic People's Republic of Korea,Djibouti,Egypt,Eritrea,Guam,India,Indonesia,Iran (Islamic Republic of),Israel,Japan,Kenya,Madagascar,Malaysia,Mauritius,Mayotte,Micronesia (Federated States of),Mozambique,Myanmar,New Caledonia,Oman,Palau,Papua New Guinea,Philippines,Qatar,Saudi Arabia,Singapore,Solomon Islands,Somalia,South Africa,Sri Lanka,Sudan,Taiwan, Province of China,Thailand,United Arab Emirates,United Republic of Tanzania,Vanuatu,Viet Nam,Yemen;Maldives
178000;Aquila heliaca;1;Animalia;Aves;Falconiformes;Accipitridae;Aquila;heliaca;I;Afghanistan,Albania,Armenia,Austria,Azerbaijan,Bangladesh,Belarus,Bhutan,Bosnia and Herzegovina,Bulgaria,Cameroon,China,Croatia,Cyprus,Czech Republic,Democratic People's Republic of Korea,Denmark,Djibouti,Egypt,Eritrea,Ethiopia,Finland,France,Georgia,Germany,Greece,Hong Kong, SAR,Hungary,India,Iran (Islamic Republic of),Iraq,Israel,Italy,Japan,Jordan,Kazakhstan,Kenya,Kuwait,Kyrgyzstan,Lao People's Democratic Republic,Lebanon,Libya,Lithuania,Malaysia,Mongolia,Montenegro,Morocco,Myanmar,Nepal,North Macedonia,Oman,Pakistan,Poland,Republic of Korea,Republic of Moldova,Romania,Russian Federation,Saudi Arabia,Serbia,Singapore,Slovakia,Slovenia,Sudan,Sweden,Syrian Arab Republic,Tajikistan,Thailand,Turkey,Turkmenistan,Ukraine,United Arab Emirates,United Republic of Tanzania,Uzbekistan,Viet Nam,Yemen;
178000;Chinchilla chinchilla;1;Animalia;Mammalia;Rodentia;Chinchillidae;Chinchilla;chinchilla;I;Argentina,Bolivia (Plurinational State of),Chile,Peru;
177000;Antilocapra americana;1;Animalia;Mammalia;Artiodactyla;Antilocapridae;Antilocapra;americana;I;Canada,Mexico,United States of America;
172000;Lynx pardinus;1;Animalia;Mammalia;Carnivora;Felidae;Lynx;pardinus;I;Portugal,Spain;
172000;Bos gaurus;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;gaurus;I;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Thailand,Viet Nam;Sri Lanka
165000;Ursus thibetanus;1;Animalia;Mammalia;Carnivora;Ursidae;Ursus;thibetanus;I;Afghanistan,Bangladesh,Bhutan,Cambodia,China,Democratic People's Republic of Korea,India,Iran (Islamic Republic of),Japan,Lao People's Democratic Republic,Mongolia,Myanmar,Nepal,Pakistan,Republic of Korea,Russian Federation,Taiwan, Province of China,Thailand,Viet Nam;
163000;Balaenoptera borealis;1;Animalia;Mammalia;Cetacea;Balaenopteridae;Balaenoptera;borealis;I;Angola,Argentina,Australia,Brazil,Canada,Chile,Colombia,Costa Rica,Cuba,Democratic People's Republic of Korea,Denmark,Ecuador,Falkland Islands (Malvinas),Fiji,France,Gabon,Germany,Guyana,Iceland,India,Indonesia,Ireland,Japan,Kenya,Malaysia,Malta,Mauritania,Mexico,Morocco,Mozambique,Namibia,Netherlands,New Zealand,Norway,Peru,Poland,Portugal,Republic of Korea,Réunion,Russian Federation,South Africa,Spain,Suriname,Svalbard and Jan Mayen Islands,Taiwan, Province of China,Thailand,United Kingdom of Great Britain and Northern Ireland,United Republic of Tanzania,United States of America,Uruguay,Venezuela (Bolivarian Republic of),Viet Nam;
163000;Rhinoceros unicornis;1;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Rhinoceros;unicornis;I;Bhutan,India,Myanmar,Nepal;Bangladesh,Pakistan
160000;Falco rusticolus;1;Animalia;Aves;Falconiformes;Falconidae;Falco;rusticolus;I;Austria,Belgium,Bulgaria,Canada,China,Czech Republic,Denmark,Estonia,Faroe Islands,Finland,France,Germany,Greenland,Iceland,Ireland,Isle of Man (United Kingdom),Japan,Kazakhstan,Kyrgyzstan,Latvia,Lithuania,Netherlands,Norway,Poland,Portugal,Russian Federation,Saint Pierre and Miquelon,Svalbard and Jan Mayen Islands,Sweden,Switzerland,Ukraine,United Kingdom of Great Britain and Northern Ireland,United States of America;
159000;Tremarctos ornatus;1;Animalia;Mammalia;Carnivora;Ursidae;Tremarctos;ornatus;I;Bolivia (Plurinational State of),Colombia,Ecuador,Peru,Venezuela (Bolivarian Republic of);
157000;Pteronura brasiliensis;1;Animalia;Mammalia;Carnivora;Mustelidae;Pteronura;brasiliensis;I;Argentina,Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Paraguay,Peru,Suriname,Uruguay,Venezuela (Bolivarian Republic of);
156000;Neofelis nebulosa;1;Animalia;Mammalia;Carnivora;Felidae;Neofelis;nebulosa;I;Bangladesh,Bhutan,Cambodia,China,India,Lao People's Democratic Republic,Myanmar,Nepal,Taiwan, Province of China,Thailand,Viet Nam;
156000;Equus africanus;1;Animalia;Mammalia;Perissodactyla;Equidae;Equus;africanus;I;Chad,Djibouti,Eritrea,Ethiopia,Somalia,Sudan;Egypt
154000;Grus japonensis;1;Animalia;Aves;Gruiformes;Gruidae;Grus;japonensis;I;China,Democratic People's Republic of Korea,Japan,Mongolia,Republic of Korea,Russian Federation,Taiwan, Province of China;
152000;Microcebus murinus;1;Animalia;Mammalia;Primates;Cheirogaleidae;Microcebus;murinus;I;Madagascar;
146000;Pharomachrus mocinno;1;Animalia;Aves;Trogoniformes;Trogonidae;Pharomachrus;mocinno;I;Costa Rica,El Salvador,Guatemala,Honduras,Mexico,Nicaragua,Panama;
146000;Mandrillus sphinx;1;Animalia;Mammalia;Primates;Cercopithecidae;Mandrillus;sphinx;I;Cameroon,Congo,Equatorial Guinea,Gabon;
144000;Helarctos malayanus;1;Animalia;Mammalia;Carnivora;Ursidae;Helarctos;malayanus;I;Brunei Darussalam,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand,Viet Nam;Bangladesh
143000;Eschrichtius robustus;1;Animalia;Mammalia;Cetacea;Eschrichtiidae;Eschrichtius;robustus;I;Canada,China,Democratic People's Republic of Korea,Japan,Mexico,Republic of Korea,Russian Federation,United States of America;
143000;Alouatta palliata;1;Animalia;Mammalia;Primates;Atelidae;Alouatta;palliata;I;Colombia,Costa Rica,Ecuador,Guatemala,Honduras,Mexico,Nicaragua,Panama,Peru;El Salvador
142000;Balaena mysticetus;1;Animalia;Mammalia;Cetacea;Balaenidae;Balaena;mysticetus;I;Canada,Democratic People's Republic of Korea,Greenland,Iceland,Japan,Norway,Republic of Korea,Russian Federation,Svalbard and Jan Mayen Islands,United States of America;
140000;Latimeria chalumnae;1;Animalia;Coelacanthi;Coelacanthiformes;Latimeriidae;Latimeria;chalumnae;I;Comoros,Kenya,Madagascar,Mozambique,South Africa;
137000;Anodorhynchus hyacinthinus;1;Animalia;Aves;Psittaciformes;Psittacidae;Anodorhynchus;hyacinthinus;I;Bolivia (Plurinational State of),Brazil,Paraguay;
136000;Hylobates lar;1;Animalia;Mammalia;Primates;Hylobatidae;Hylobates;lar;I;China,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand;
133000;Leopardus wiedii;1;Animalia;Mammalia;Carnivora;Felidae;Leopardus;wiedii;I;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,United States of America,Uruguay,Venezuela (Bolivarian Republic of);
133000;Spheniscus humboldti;1;Animalia;Aves;Sphenisciformes;Spheniscidae;Spheniscus;humboldti;I;Chile,Ecuador,Peru;
128000;Indri indri;1;Animalia;Mammalia;Primates;Indriidae;Indri;indri;I;Madagascar;
125000;Eubalaena australis;1;Animalia;Mammalia;Cetacea;Balaenidae;Eubalaena;australis;I;Angola,Argentina,Australia,Bouvet Island,Brazil,Chile,Falkland Islands (Malvinas),French Southern and Antarctic Territories,Gabon,Guyana,India,Kenya,Mozambique,Namibia,New Zealand,Peru,Saint Helena and Dependencies (United Kingdom),South Africa,South Georgia and South Sandwich Islands (United Kingdom),United Republic of Tanzania,Uruguay;
123000;Bos mutus;1;Animalia;Mammalia;Artiodactyla;Bovidae;Bos;mutus;I;China,India,Nepal;Kazakhstan,Mongolia,Russian Federation
120000;Vicugna vicugna;1;Animalia;Mammalia;Artiodactyla;Camelidae;Vicugna;vicugna;I/II;Argentina,Bolivia (Plurinational State of),Chile,Peru;
120000;Eubalaena glacialis;1;Animalia;Mammalia;Cetacea;Balaenidae;Eubalaena;glacialis;I;Bahamas,Belgium,Bermuda (United Kingdom),Canada,Faroe Islands,France,Germany,Greenland,Iceland,Ireland,Italy,Malta,Morocco,Netherlands,Norway,Portugal,Russian Federation,Saint Helena and Dependencies (United Kingdom),Spain,Svalbard and Jan Mayen Islands,United Kingdom of Great Britain and Northern Ireland,United States of America;
120000;Chinchilla lanigera;1;Animalia;Mammalia;Rodentia;Chinchillidae;Chinchilla;lanigera;I;Chile;
118000;Gavialis gangeticus;1;Animalia;Reptilia;Crocodylia;Gavialidae;Gavialis;gangeticus;I;Bangladesh,India,Nepal,Pakistan;Myanmar
117000;Nipponia nippon;1;Animalia;Aves;Ciconiiformes;Threskiornithidae;Nipponia;nippon;I;China,Republic of Korea;Democratic People's Republic of Korea,Japan,Russian Federation,Taiwan, Province of China
117000;Ara militaris;1;Animalia;Aves;Psittaciformes;Psittacidae;Ara;militaris;I;Bolivia (Plurinational State of),Colombia,Ecuador,Mexico,Peru,Venezuela (Bolivarian Republic of);Argentina,Guatemala
114000;Lipotes vexillifer;1;Animalia;Mammalia;Cetacea;Iniidae;Lipotes;vexillifer;I;;
113000;Saguinus oedipus;1;Animalia;Mammalia;Primates;Cebidae;Saguinus;oedipus;I;Colombia,Panama;
110000;Scleropages formosus;1;Animalia;Actinopteri;Osteoglossiformes;Osteoglossidae;Scleropages;formosus;I;Cambodia,Indonesia,Malaysia,Thailand,Viet Nam;
109000;Equus przewalskii;1;Animalia;Mammalia;Perissodactyla;Equidae;Equus;przewalskii;I;;Kazakhstan
107000;Aloe polyphylla;1;Plantae;;Liliales;Liliaceae;Aloe;polyphylla;I;Lesotho;South Africa
103000;Equus grevyi;0;Animalia;Mammalia;Perissodactyla;Equidae;Equus;grevyi;I;Ethiopia,Kenya,South Sudan;Djibouti,Somalia
103000;Manis javanica;0;Animalia;Mammalia;Pholidota;Manidae;Manis;javanica;I;Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Singapore,Thailand,Viet Nam;
101000;Tapirus indicus;0;Animalia;Mammalia;Perissodactyla;Tapiridae;Tapirus;indicus;I;Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand,Viet Nam;
101000;Melursus ursinus;0;Animalia;Mammalia;Carnivora;Ursidae;Melursus;ursinus;I;Bangladesh,Bhutan,India,Nepal,Sri Lanka;
98700;Sousa chinensis;0;Animalia;Mammalia;Cetacea;Delphinidae;Sousa;chinensis;I;Bangladesh,Brunei Darussalam,Cambodia,China,Hong Kong, SAR,India,Indonesia,Malaysia,Myanmar,Papua New Guinea,Philippines,Singapore,Sudan,Taiwan, Province of China,Thailand,Viet Nam;
98500;Capra falconeri;0;Animalia;Mammalia;Artiodactyla;Bovidae;Capra;falconeri;I;Afghanistan,India,Pakistan,Tajikistan,Turkmenistan,Uzbekistan;
96400;Acipenser sturio;0;Animalia;Actinopteri;Acipenseriformes;Acipenseridae;Acipenser;sturio;I;Albania,Algeria,Belgium,Bulgaria,Croatia,Estonia,France,Georgia,Germany,Greece,Iceland,Ireland,Italy,Latvia,Lithuania,Montenegro,Morocco,Netherlands,North Macedonia,Norway,Poland,Portugal,Romania,Russian Federation,Serbia,Spain,Sweden,Turkey,Ukraine,United Kingdom of Great Britain and Northern Ireland;Czech Republic,Denmark
95700;Geronticus eremita;0;Animalia;Aves;Ciconiiformes;Threskiornithidae;Geronticus;eremita;I;Algeria,Cabo Verde,Eritrea,Ethiopia,Germany,Israel,Mali,Mauritania,Morocco,Portugal,Saudi Arabia,Somalia,Spain,Sudan [prior to secession of South Sudan],Syrian Arab Republic,Western Sahara,Yemen;Egypt,Greece,Senegal
95100;Aquila adalberti;0;Animalia;Aves;Falconiformes;Accipitridae;Aquila;adalberti;I;France,Gibraltar (United Kingdom),Portugal,Spain;Algeria,Morocco
94300;Tapirus bairdii;0;Animalia;Mammalia;Perissodactyla;Tapiridae;Tapirus;bairdii;I;Belize,Colombia,Costa Rica,Ecuador,Guatemala,Honduras,Mexico,Nicaragua,Panama;El Salvador
93200;Lepidochelys kempii;0;Animalia;Reptilia;Testudines;Cheloniidae;Lepidochelys;kempii;I;Belgium,Colombia,France,Ireland,Italy,Malta,Mauritania,Mexico,Netherlands,Portugal,Spain,United Kingdom of Great Britain and Northern Ireland,United States of America;
93200;Jabiru mycteria;0;Animalia;Aves;Ciconiiformes;Ciconiidae;Jabiru;mycteria;I;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Grenada,Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,Trinidad and Tobago,Uruguay,Venezuela (Bolivarian Republic of);
89500;Daubentonia madagascariensis;0;Animalia;Mammalia;Primates;Daubentoniidae;Daubentonia;madagascariensis;I;Madagascar;
88700;Rhinoceros sondaicus;0;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Rhinoceros;sondaicus;I;Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand,Viet Nam;Bangladesh
88500;Nomascus leucogenys;0;Animalia;Mammalia;Primates;Hylobatidae;Nomascus;leucogenys;I;China,Lao People's Democratic Republic,Viet Nam;
87000;Crocodylus palustris;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;palustris;I;India,Iran (Islamic Republic of),Nepal,Pakistan,Sri Lanka;Bangladesh
86600;Oryx dammah;0;Animalia;Mammalia;Artiodactyla;Bovidae;Oryx;dammah;I;;Algeria,Burkina Faso,Chad,Egypt,Libya,Mali,Mauritania,Morocco,Niger,Nigeria,Senegal,Sudan,Tunisia,Western Sahara
84500;Grus americana;0;Animalia;Aves;Gruiformes;Gruidae;Grus;americana;I;Canada,United States of America;Mexico
84400;Phocoena sinus;0;Animalia;Mammalia;Cetacea;Phocoenidae;Phocoena;sinus;I;Mexico;
84000;Varecia variegata;0;Animalia;Mammalia;Primates;Lemuridae;Varecia;variegata;I;Madagascar;
83100;Leucopsar rothschildi;0;Animalia;Aves;Passeriformes;Sturnidae;Leucopsar;rothschildi;I;Indonesia;
82100;Lontra longicaudis;0;Animalia;Mammalia;Carnivora;Mustelidae;Lontra;longicaudis;I;Argentina,Belize,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,El Salvador,French Guiana [FR],Guyana,Mexico,Paraguay,Peru,Suriname,Uruguay,Venezuela (Bolivarian Republic of);
81600;Mitu mitu;0;Animalia;Aves;Galliformes;Cracidae;Mitu;mitu;I;;Brazil
81300;Alligator sinensis;0;Animalia;Reptilia;Crocodylia;Alligatoridae;Alligator;sinensis;I;China;
80400;Buceros bicornis;0;Animalia;Aves;Coraciiformes;Bucerotidae;Buceros;bicornis;I;Bangladesh,Bhutan,Cambodia,China,India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Nepal,Singapore,Thailand,Viet Nam;
79700;Peristeria elata;0;Plantae;;Orchidales;Orchidaceae;Peristeria;elata;I;Colombia,Costa Rica,Ecuador,El Salvador,Panama,Venezuela (Bolivarian Republic of);
79700;Rhinopithecus roxellana;0;Animalia;Mammalia;Primates;Cercopithecidae;Rhinopithecus;roxellana;I;China;
79500;Saussurea costus;0;Plantae;;Asterales;Compositae;Saussurea;costus;I;India,Pakistan;
79400;Mustela nigripes;0;Animalia;Mammalia;Carnivora;Mustelidae;Mustela;nigripes;I;United States of America;Canada,Mexico
79200;Caiman latirostris;0;Animalia;Reptilia;Crocodylia;Alligatoridae;Caiman;latirostris;I/II;Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Uruguay;
78300;Semnopithecus entellus;0;Animalia;Mammalia;Primates;Cercopithecidae;Semnopithecus;entellus;I;Bangladesh,India,Nepal,Pakistan;
78000;Balearica pavonina;0;Animalia;Aves;Gruiformes;Gruidae;Balearica;pavonina;I;Benin,Burkina Faso,Cameroon,Central African Republic,Chad,Côte d'Ivoire,Democratic Republic of the Congo,Eritrea,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Kenya,Mali,Mauritania,Niger,Nigeria,Senegal,Sierra Leone,South Sudan,Sudan,Togo,Uganda;
77900;Dicerorhinus sumatrensis;0;Animalia;Mammalia;Perissodactyla;Rhinocerotidae;Dicerorhinus;sumatrensis;I;India,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand,Viet Nam;Bangladesh,Brunei Darussalam
77800;Crocodylus siamensis;0;Animalia;Reptilia;Crocodylia;Crocodylidae;Crocodylus;siamensis;I;Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Thailand,Viet Nam;
77600;Pithecophaga jefferyi;0;Animalia;Aves;Falconiformes;Accipitridae;Pithecophaga;jefferyi;I;Philippines;
