scientific_name;GPE;GPE
Physeter macrocephalus;Philippines;2
Physeter macrocephalus;Pontefract;2
Physeter macrocephalus;Portsmouth;2
Physeter macrocephalus;Primrose Hill;2
Physeter macrocephalus;Ringwood;2
Physeter macrocephalus;Scarborough;2
Physeter macrocephalus;Tyne;2
Physeter macrocephalus;Tynemouth;2
Physeter macrocephalus;Victoria;2
Physeter macrocephalus;Washington;2
Physeter macrocephalus;West Yorkshire;2
Physeter macrocephalus;Worcester;2
Physeter macrocephalus;Worcestershire;2
Physeter macrocephalus;Aberdeen;1
Physeter macrocephalus;Abersoch;1
Physeter macrocephalus;Alaska;1
Physeter macrocephalus;America;1
Physeter macrocephalus;Arisaig;1
Physeter macrocephalus;Australia;1
Physeter macrocephalus;Bahamas;1
Physeter macrocephalus;Baja;1
Physeter macrocephalus;Baja California;1
Physeter macrocephalus;Beaumaris;1
Physeter macrocephalus;Blake Gopnik;1
Physeter macrocephalus;Canada;1
Physeter macrocephalus;China;1
Physeter macrocephalus;Chinchorro;1
Physeter macrocephalus;Colorado;1
Physeter macrocephalus;Denmark;1
Physeter macrocephalus;Doheny State Beach;1
Physeter macrocephalus;Florida;1
Physeter macrocephalus;Gravesend;1
Physeter macrocephalus;Greece;1
Physeter macrocephalus;Guadalupe;1
Physeter macrocephalus;Harris;1
Physeter macrocephalus;Hulle;1
Physeter macrocephalus;Kent;1
Physeter macrocephalus;Las Vegas;1
Physeter macrocephalus;Long Beach;1
Physeter macrocephalus;Maldives;1
Physeter macrocephalus;Maui;1
Physeter macrocephalus;Melbourne;1
Physeter macrocephalus;NY;1
Physeter macrocephalus;New Brighton;1
Physeter macrocephalus;New Hampshire;1
Physeter macrocephalus;New York;1
Physeter macrocephalus;North Kent;1
Physeter macrocephalus;Nova Scotia;1
Physeter macrocephalus;OCEAN CITY;1
Physeter macrocephalus;RI;1
Physeter macrocephalus;RI North;1
Physeter macrocephalus;San Onofre State Beach;1
Physeter macrocephalus;Santa Cruz;1
Physeter macrocephalus;Sardinia;1
Physeter macrocephalus;Seilebost Beach;1
Physeter macrocephalus;Sicily;1
Physeter macrocephalus;South Korea;1
Physeter macrocephalus;Spain;1
Physeter macrocephalus;Swale;1
Physeter macrocephalus;Switzerland;1
Physeter macrocephalus;Tilbury;1
Physeter macrocephalus;Waikiki;1
Physeter macrocephalus;Wales;1
Physeter macrocephalus;Wallasey;1
Physeter macrocephalus;"West Virginia

";1
Physeter macrocephalus;logwood;1
Physeter macrocephalus;north Kent;1
Physeter macrocephalus;pic.twitter.com/MjFjLGd9RX;1
Physeter macrocephalus;the Isle of Sheppey;1
Physeter macrocephalus;the United Kingdom;1
Physeter macrocephalus;the United States;1
Pristis pectinata;Florida;58
Pristis pectinata;Surin;22
Pristis pectinata;Mississippi;15
Pristis pectinata;Thailand;7
Pristis pectinata;U.S.;7
Pristis pectinata;California;6
Pristis pectinata;Melbourne Beach;6
Pristis pectinata;Miami;5
Pristis pectinata;Missouri;5
Pristis pectinata;Ponce;5
Pristis pectinata;US;5
Pristis pectinata;Arizona;4
Pristis pectinata;Arkansas;4
Pristis pectinata;Bahamas;4
Pristis pectinata;Baja California;4
Pristis pectinata;Fla.;4
Pristis pectinata;Kanab;4
Pristis pectinata;Louisiana;4
Pristis pectinata;New York;4
Pristis pectinata;North Carolina;4
Pristis pectinata;St. Lucie;4
Pristis pectinata;Utah;4
Pristis pectinata;the United States;4
Pristis pectinata;Australia;3
Pristis pectinata;Naples;3
Pristis pectinata;Oahu;3
Pristis pectinata;Ozark;3
Pristis pectinata;South Florida;3
Pristis pectinata;Venezuela;3
Pristis pectinata;Argentina;2
Pristis pectinata;Cuba;2
Pristis pectinata;Indiana;2
Pristis pectinata;Jackson County;2
Pristis pectinata;Maine;2
Pristis pectinata;Massachusetts;2
Pristis pectinata;Michigan;2
Pristis pectinata;Perry County;2
Pristis pectinata;Ponte Vedra;2
Pristis pectinata;Texas;2
Pristis pectinata;United States;2
Pristis pectinata;the United States Fish and Wildlife Service;2
Pristis pectinata;Alabama;1
Pristis pectinata;Alaska;1
Pristis pectinata;Brazil;1
Pristis pectinata;British Columbia;1
Pristis pectinata;Canada;1
Pristis pectinata;Charlotte Harbor;1
Pristis pectinata;Colorado;1
Pristis pectinata;Coney Island;1
Pristis pectinata;Connecticut;1
Pristis pectinata;FLORIDA;1
Pristis pectinata;Ga.;1
Pristis pectinata;Gainsville;1
Pristis pectinata;Gasparilla Island;1
Pristis pectinata;Glen’s Pond;1
Pristis pectinata;Guinea;1
Pristis pectinata;Harrison County;1
Pristis pectinata;Honduras;1
Pristis pectinata;JACKSONVILLE;1
Pristis pectinata;JENSEN BEACH;1
Pristis pectinata;Jacksonville;1
Pristis pectinata;Jensen Beach;1
Pristis pectinata;LEE COUNTY;1
Pristis pectinata;Leyley;1
Pristis pectinata;MELBOURNE BEACH;1
Pristis pectinata;Manatees;1
Pristis pectinata;Mexico;1
Pristis pectinata;Mexico City;1
Pristis pectinata;Miami Fl;1
Pristis pectinata;Miami-Dade;1
Pristis pectinata;Micah;1
Pristis pectinata;Nebraska;1
Pristis pectinata;Oregon;1
Pristis pectinata;Orlando;1
Pristis pectinata;Pakistan;1
Pristis pectinata;Palm Beach;1
Pristis pectinata;Papua New Guinea;1
Pristis pectinata;Pristis;1
Pristis pectinata;Ramsey Canyon;1
Pristis pectinata;Riverhead;1
Pristis pectinata;Sampan;1
Pristis pectinata;Savannah;1
Pristis pectinata;Solomon Islands;1
Pristis pectinata;Sonora;1
Pristis pectinata;South Carolina;1
Pristis pectinata;Tanzania;1
Pristis pectinata;Tennessee;1
Pristis pectinata;Thung Yai;1
Pristis pectinata;USA;1
Pristis pectinata;Washington State;1
Pristis pectinata;West Africa;1
Pristis pectinata;Wyoming;1
Rhinoceros sondaicus;Indonesia;87
Rhinoceros sondaicus;Vietnam;44
Rhinoceros sondaicus;Malaysia;33
Rhinoceros sondaicus;China;27
Rhinoceros sondaicus;Krakatau;27
Rhinoceros sondaicus;Borneo;24
Rhinoceros sondaicus;Australia;22
Rhinoceros sondaicus;India;22
Rhinoceros sondaicus;Mongabay;21
Rhinoceros sondaicus;Sumatran;15
Rhinoceros sondaicus;South Africa;13
Rhinoceros sondaicus;Java;12
Rhinoceros sondaicus;Thailand;10
Rhinoceros sondaicus;Bangladesh;7
Rhinoceros sondaicus;Hanoi;7
Rhinoceros sondaicus;Jakarta;7
Rhinoceros sondaicus;Myanmar;7
Rhinoceros sondaicus;Lampung;6
Rhinoceros sondaicus;Laos;6
Rhinoceros sondaicus;Nepal;6
Rhinoceros sondaicus;Banten;5
Rhinoceros sondaicus;Cambodia;5
Rhinoceros sondaicus;JAKARTA;5
Rhinoceros sondaicus;Blyth;4
Rhinoceros sondaicus;Russia;4
Rhinoceros sondaicus;Sadjudin;4
Rhinoceros sondaicus;Tanzania;4
Rhinoceros sondaicus;U.S.;4
Rhinoceros sondaicus;Beaufort;3
Rhinoceros sondaicus;Bengal;3
Rhinoceros sondaicus;Burma;3
Rhinoceros sondaicus;Hiroshima;3
Rhinoceros sondaicus;Java Island;3
Rhinoceros sondaicus;Krabi;3
Rhinoceros sondaicus;Manggala;3
Rhinoceros sondaicus;Pakistan;3
Rhinoceros sondaicus;UK;3
Rhinoceros sondaicus;Abah;2
Rhinoceros sondaicus;Aceh;2
Rhinoceros sondaicus;Amman;2
Rhinoceros sondaicus;Andatu;2
Rhinoceros sondaicus;Australasia;2
Rhinoceros sondaicus;Bangkok;2
Rhinoceros sondaicus;Brazil;2
Rhinoceros sondaicus;California;2
Rhinoceros sondaicus;Ceratotherium;2
Rhinoceros sondaicus;Groves;2
Rhinoceros sondaicus;Guwahati;2
Rhinoceros sondaicus;Harapan;2
Rhinoceros sondaicus;Hoogerwerf;2
Rhinoceros sondaicus;Jamang;2
Rhinoceros sondaicus;Karnataka;2
Rhinoceros sondaicus;Leiden;2
Rhinoceros sondaicus;Loch;2
Rhinoceros sondaicus;Mekong;2
Rhinoceros sondaicus;Melbourne;2
Rhinoceros sondaicus;National Park;2
Rhinoceros sondaicus;Netherlands;2
Rhinoceros sondaicus;Oryx;2
Rhinoceros sondaicus;Panaitan Island;2
Rhinoceros sondaicus;Pandeglang;2
Rhinoceros sondaicus;Pandeglang district;2
Rhinoceros sondaicus;Putra;2
Rhinoceros sondaicus;Sabah;2
Rhinoceros sondaicus;Serengeti;2
Rhinoceros sondaicus;Singapore;2
Rhinoceros sondaicus;Sumatra;2
Rhinoceros sondaicus;US;2
Rhinoceros sondaicus;Uganda;2
Rhinoceros sondaicus;AP;1
Rhinoceros sondaicus;Abah Murdja’i;1
Rhinoceros sondaicus;Afghanistan;1
Rhinoceros sondaicus;Anak Krakatau;1
Rhinoceros sondaicus;Andalas;1
Rhinoceros sondaicus;Angola;1
Rhinoceros sondaicus;Arnhem;1
Rhinoceros sondaicus;BANDUNG;1
Rhinoceros sondaicus;BOGOR;1
Rhinoceros sondaicus;Bagori;1
Rhinoceros sondaicus;Bambang;1
Rhinoceros sondaicus;Bandung;1
Rhinoceros sondaicus;Basel;1
Rhinoceros sondaicus;Batang;1
Rhinoceros sondaicus;Bencoolen;1
Rhinoceros sondaicus;Beni;1
Rhinoceros sondaicus;Bhutan;1
Rhinoceros sondaicus;Botswanan;1
Rhinoceros sondaicus;Britain;1
Rhinoceros sondaicus;Brooklyn;1
Rhinoceros sondaicus;CR;1
Rhinoceros sondaicus;Cameroon;1
Rhinoceros sondaicus;Center;1
Rhinoceros sondaicus;Chad;1
Rhinoceros sondaicus;Cibandawoh;1
Rhinoceros sondaicus;Cibunar;1
Rhinoceros sondaicus;Cidaon;1
Rhinoceros sondaicus;Cikalejetan;1
Rhinoceros sondaicus;Cincinnati;1
Rhinoceros sondaicus;Cipatujah;1
Rhinoceros sondaicus;Colorado;1
Rhinoceros sondaicus;Columbia;1
Rhinoceros sondaicus;Costa Rica’s;1
Rhinoceros sondaicus;Ecuador;1
Rhinoceros sondaicus;Goa Syanghyangsirah;1
Rhinoceros sondaicus;Gunung Leuser;1
Rhinoceros sondaicus;Haiphong;1
Rhinoceros sondaicus;Inov;1
Rhinoceros sondaicus;JRSCA;1
Rhinoceros sondaicus;Jaguars;1
Rhinoceros sondaicus;Jasan;1
Rhinoceros sondaicus;Java island;1
Rhinoceros sondaicus;Javan;1
Rhinoceros sondaicus;KUALA;1
Rhinoceros sondaicus;Kalimantan;1
Rhinoceros sondaicus;Karangranjang;1
Rhinoceros sondaicus;Karawang;1
Rhinoceros sondaicus;Kolkata;1
Rhinoceros sondaicus;Langkat;1
Rhinoceros sondaicus;Lao;1
Rhinoceros sondaicus;Las Vegas;1
Rhinoceros sondaicus;Louisiana;1
Rhinoceros sondaicus;Mexico;1
Rhinoceros sondaicus;Missouri;1
Rhinoceros sondaicus;Mount Gede;1
Rhinoceros sondaicus;Mounts Gede;1
Rhinoceros sondaicus;Namibia;1
Rhinoceros sondaicus;Nevada;1
Rhinoceros sondaicus;New York;1
Rhinoceros sondaicus;New York City;1
Rhinoceros sondaicus;New Zealand;1
Rhinoceros sondaicus;Nhi Khe;1
Rhinoceros sondaicus;North Jakarta;1
Rhinoceros sondaicus;Norway;1
Rhinoceros sondaicus;Nyiur;1
Rhinoceros sondaicus;Oman;1
Rhinoceros sondaicus;Orissa;1
Rhinoceros sondaicus;Palembang;1
Rhinoceros sondaicus;Panaitan;1
Rhinoceros sondaicus;Paniis village;1
Rhinoceros sondaicus;Philippines;1
Rhinoceros sondaicus;Prince Kiansantang;1
Rhinoceros sondaicus;Queens;1
Rhinoceros sondaicus;Rhinoceros;1
Rhinoceros sondaicus;Rome;1
Rhinoceros sondaicus;Rwanda;1
Rhinoceros sondaicus;Sabah State;1
Rhinoceros sondaicus;Saint Louis;1
Rhinoceros sondaicus;Savannah;1
Rhinoceros sondaicus;Seychelles;1
Rhinoceros sondaicus;Siwalik Hill;1
Rhinoceros sondaicus;Somalia;1
Rhinoceros sondaicus;Sudan;1
Rhinoceros sondaicus;Sukabumi;1
Rhinoceros sondaicus;Sundaland;1
Rhinoceros sondaicus;Sweden;1
Rhinoceros sondaicus;Switzerland;1
Rhinoceros sondaicus;Syria;1
Rhinoceros sondaicus;Tasikmalaya;1
Rhinoceros sondaicus;Thespesia;1
Rhinoceros sondaicus;U.K.;1
Rhinoceros sondaicus;United States;1
Rhinoceros sondaicus;Uttar Pradesh;1
Rhinoceros sondaicus;West Bengal;1
Rhinoceros sondaicus;Widodo;1
Rhinoceros sondaicus;YOGYAKARTA;1
Rhinoceros sondaicus;Yemen;1
Rhinoceros sondaicus;Yogyakarta;1
Rhinoceros sondaicus;Yuyun;1
Rhinoceros sondaicus;buffalo;1
Rhinoceros sondaicus;china;1
Rhinoceros sondaicus;south Africa;1
Rhinoceros sondaicus;tech@the-sun.co.uk;1
Rhinoceros sondaicus;the Kaziranga National Park;1
Rhinoceros sondaicus;the United States;1
Rhinoceros unicornis;India;214
Rhinoceros unicornis;Nepal;210
Rhinoceros unicornis;Kaziranga;192
Rhinoceros unicornis;Chitwan;117
Rhinoceros unicornis;Assam;106
Rhinoceros unicornis;China;77
Rhinoceros unicornis;Mongabay;32
Rhinoceros unicornis;South Africa;25
Rhinoceros unicornis;Zoo Miami;25
Rhinoceros unicornis;Vietnam;24
Rhinoceros unicornis;Indonesia;20
Rhinoceros unicornis;West Bengal;20
Rhinoceros unicornis;Nepali;16
Rhinoceros unicornis;Safari Park;13
Rhinoceros unicornis;Sauraha;12
Rhinoceros unicornis;Uttar Pradesh;12
Rhinoceros unicornis;Denver;11
Rhinoceros unicornis;Myanmar;11
Rhinoceros unicornis;Orang;11
Rhinoceros unicornis;Guwahati;10
Rhinoceros unicornis;US;10
Rhinoceros unicornis;Kathmandu;9
Rhinoceros unicornis;Pobitora;9
Rhinoceros unicornis;Bihar;8
Rhinoceros unicornis;Malaysia;8
Rhinoceros unicornis;Manas;8
Rhinoceros unicornis;Mikania;8
Rhinoceros unicornis;Australia;7
Rhinoceros unicornis;Bangladesh;7
Rhinoceros unicornis;Jaldapara;7
Rhinoceros unicornis;Kenya;7
Rhinoceros unicornis;Manipur;6
Rhinoceros unicornis;Nagaland;6
Rhinoceros unicornis;Pakistan;6
Rhinoceros unicornis;Sudan;6
Rhinoceros unicornis;Sumatran;6
Rhinoceros unicornis;Thailand;6
Rhinoceros unicornis;Burachapori;5
Rhinoceros unicornis;San Diego;5
Rhinoceros unicornis;Bengal;4
Rhinoceros unicornis;Delhi;4
Rhinoceros unicornis;Dubbo;4
Rhinoceros unicornis;MIAMI;4
Rhinoceros unicornis;Mishing;4
Rhinoceros unicornis;Omaha;4
Rhinoceros unicornis;San Francisco;4
Rhinoceros unicornis;Singh;4
Rhinoceros unicornis;Terai;4
Rhinoceros unicornis;U.S.;4
Rhinoceros unicornis;chinkara;4
Rhinoceros unicornis;Bagori;3
Rhinoceros unicornis;Bhutan;3
Rhinoceros unicornis;Bora;3
Rhinoceros unicornis;California;3
Rhinoceros unicornis;Chepang;3
Rhinoceros unicornis;Fla.;3
Rhinoceros unicornis;Florida;3
Rhinoceros unicornis;France;3
Rhinoceros unicornis;Golaghat;3
Rhinoceros unicornis;Hawaii;3
Rhinoceros unicornis;Jodhpur;3
Rhinoceros unicornis;Jontu;3
Rhinoceros unicornis;Kalimantan;3
Rhinoceros unicornis;Kaziranga National Park;3
Rhinoceros unicornis;Krakatau;3
Rhinoceros unicornis;Lantana;3
Rhinoceros unicornis;Mumbai;3
Rhinoceros unicornis;Netherlands;3
Rhinoceros unicornis;New Delhi;3
Rhinoceros unicornis;Pabitora;3
Rhinoceros unicornis;Singapore;3
Rhinoceros unicornis;UK;3
Rhinoceros unicornis;Adivasi;2
Rhinoceros unicornis;Along Kerala’s;2
Rhinoceros unicornis;Andalas;2
Rhinoceros unicornis;Arunachal Pradesh;2
Rhinoceros unicornis;Ashakiran;2
Rhinoceros unicornis;Assam State;2
Rhinoceros unicornis;Bardia;2
Rhinoceros unicornis;Bengaluru;2
Rhinoceros unicornis;Berlin;2
Rhinoceros unicornis;Britain;2
Rhinoceros unicornis;Buckingham;2
Rhinoceros unicornis;Buffalo;2
Rhinoceros unicornis;Cape Town;2
Rhinoceros unicornis;Chennai;2
Rhinoceros unicornis;Cincinnati;2
Rhinoceros unicornis;Dhubri;2
Rhinoceros unicornis;Dimapur;2
Rhinoceros unicornis;England;2
Rhinoceros unicornis;Escondido;2
Rhinoceros unicornis;Ganga;2
Rhinoceros unicornis;Gorumara;2
Rhinoceros unicornis;Gujarat;2
Rhinoceros unicornis;Himalayan;2
Rhinoceros unicornis;Japan;2
Rhinoceros unicornis;Jorhat;2
Rhinoceros unicornis;Karnataka;2
Rhinoceros unicornis;Kerala;2
Rhinoceros unicornis;Khajan;2
Rhinoceros unicornis;KwaZulu-Natal;2
Rhinoceros unicornis;Lisbon;2
Rhinoceros unicornis;Ludwigia;2
Rhinoceros unicornis;Mexico;2
Rhinoceros unicornis;Miami;2
Rhinoceros unicornis;Mizoram;2
Rhinoceros unicornis;Morigaon;2
Rhinoceros unicornis;Nagaon;2
Rhinoceros unicornis;Nematighat;2
Rhinoceros unicornis;Pachyderm;2
Rhinoceros unicornis;Pokharel;2
Rhinoceros unicornis;Pori;2
Rhinoceros unicornis;Suklaphanta;2
Rhinoceros unicornis;Suklaphanta National Park;2
Rhinoceros unicornis;Switzerland;2
Rhinoceros unicornis;WWF India;2
Rhinoceros unicornis;Wuhan;2
Rhinoceros unicornis;Yemen;2
Rhinoceros unicornis;Zimbabwe;2
Rhinoceros unicornis;blackbuck;2
Rhinoceros unicornis;drongo;2
Rhinoceros unicornis;lantana;2
Rhinoceros unicornis;the Kaziranga National Park;2
Rhinoceros unicornis;the United States;2
Rhinoceros unicornis;@zoomiami;1
Rhinoceros unicornis;Amkathani;1
Rhinoceros unicornis;Argentina;1
Rhinoceros unicornis;Arizona;1
Rhinoceros unicornis;Arunachal Pradesh Assam Manipur Meghalaya;1
Rhinoceros unicornis;Assam Kaziranga;1
Rhinoceros unicornis;Assam State’s;1
Rhinoceros unicornis;BAGORI;1
Rhinoceros unicornis;Baligaon;1
Rhinoceros unicornis;Bandardubi;1
Rhinoceros unicornis;Beijing;1
Rhinoceros unicornis;Belgium;1
Rhinoceros unicornis;Belguri;1
Rhinoceros unicornis;Berani;1
Rhinoceros unicornis;Berhampur;1
Rhinoceros unicornis;Bibhab Talukdar;1
Rhinoceros unicornis;Binod;1
Rhinoceros unicornis;Biswanath district;1
Rhinoceros unicornis;Bongaigaon;1
Rhinoceros unicornis;Britannica;1
Rhinoceros unicornis;British India;1
Rhinoceros unicornis;Brunei;1
Rhinoceros unicornis;Brunei Park;1
Rhinoceros unicornis;Bulgaria;1
Rhinoceros unicornis;Burahapori;1
Rhinoceros unicornis;Burapahar;1
Rhinoceros unicornis;Burma;1
Rhinoceros unicornis;CA;1
Rhinoceros unicornis;CHITWAN;1
Rhinoceros unicornis;Cambridge;1
Rhinoceros unicornis;Caravan;1
Rhinoceros unicornis;Chad;1
Rhinoceros unicornis;Chitwan Park;1
Rhinoceros unicornis;Chitwan Valley;1
Rhinoceros unicornis;Chollas View;1
Rhinoceros unicornis;Churachandpur;1
Rhinoceros unicornis;City Heights;1
Rhinoceros unicornis;Congo;1
Rhinoceros unicornis;D.C.;1
Rhinoceros unicornis;DENVER;1
Rhinoceros unicornis;DIEGO;1
Rhinoceros unicornis;Dehradun;1
Rhinoceros unicornis;Dhemaji;1
Rhinoceros unicornis;Dibru Saikhowa;1
Rhinoceros unicornis;Dierenrijk;1
Rhinoceros unicornis;Durham;1
Rhinoceros unicornis;East Africa;1
Rhinoceros unicornis;FL;1
Rhinoceros unicornis;Gland;1
Rhinoceros unicornis;Goa;1
Rhinoceros unicornis;Hailakandi;1
Rhinoceros unicornis;Hailin;1
Rhinoceros unicornis;Haldibari;1
Rhinoceros unicornis;Haleakala;1
Rhinoceros unicornis;Harmoti;1
Rhinoceros unicornis;Hesty;1
Rhinoceros unicornis;Hetauda;1
Rhinoceros unicornis;Himachal Pradesh;1
Rhinoceros unicornis;Himalayas;1
Rhinoceros unicornis;Hindi;1
Rhinoceros unicornis;Huanan;1
Rhinoceros unicornis;Hubei Province;1
Rhinoceros unicornis;Italy;1
Rhinoceros unicornis;Jagatpur;1
Rhinoceros unicornis;Jakarta;1
Rhinoceros unicornis;Java;1
Rhinoceros unicornis;Java Sea;1
Rhinoceros unicornis;Javan;1
Rhinoceros unicornis;Jhanjimukh;1
Rhinoceros unicornis;Jharkhand;1
Rhinoceros unicornis;KHAIRAHANI;1
Rhinoceros unicornis;KNP;1
Rhinoceros unicornis;Kafal;1
Rhinoceros unicornis;Kamargaon;1
Rhinoceros unicornis;Kamrup;1
Rhinoceros unicornis;Kaziranga Park;1
Rhinoceros unicornis;Khireswar;1
Rhinoceros unicornis;Kolkata;1
Rhinoceros unicornis;Kosheshwar;1
Rhinoceros unicornis;Kuala Lumpur Lake;1
Rhinoceros unicornis;Ladakh;1
Rhinoceros unicornis;Lakhimpur;1
Rhinoceros unicornis;Laos;1
Rhinoceros unicornis;London;1
Rhinoceros unicornis;Majuli;1
Rhinoceros unicornis;Meghauli;1
Rhinoceros unicornis;Mimosa;1
Rhinoceros unicornis;Morigaon district;1
Rhinoceros unicornis;Morigoan;1
Rhinoceros unicornis;NH;1
Rhinoceros unicornis;Namibia;1
Rhinoceros unicornis;National City;1
Rhinoceros unicornis;National Park;1
Rhinoceros unicornis;Neb.;1
Rhinoceros unicornis;Nepalis;1
Rhinoceros unicornis;New Guinea;1
Rhinoceros unicornis;New South Wales;1
Rhinoceros unicornis;New York City;1
Rhinoceros unicornis;New York State;1
Rhinoceros unicornis;Nias;1
Rhinoceros unicornis;Nicaragua;1
Rhinoceros unicornis;Noida;1
Rhinoceros unicornis;North Bengal;1
Rhinoceros unicornis;North County;1
Rhinoceros unicornis;Nuenen;1
Rhinoceros unicornis;Numaligarh;1
Rhinoceros unicornis;Ohio;1
Rhinoceros unicornis;Oregon;1
Rhinoceros unicornis;Orissa;1
Rhinoceros unicornis;Paris;1
Rhinoceros unicornis;Pasighat;1
Rhinoceros unicornis;Patlakhawa;1
Rhinoceros unicornis;Patna;1
Rhinoceros unicornis;Planckendael;1
Rhinoceros unicornis;Pobitara;1
Rhinoceros unicornis;Pobitora National Park;1
Rhinoceros unicornis;Portugal;1
Rhinoceros unicornis;Pune;1
Rhinoceros unicornis;Queensland;1
Rhinoceros unicornis;RESOLVE;1
Rhinoceros unicornis;Rajabari;1
Rhinoceros unicornis;Rajasthan;1
Rhinoceros unicornis;Rangagora;1
Rhinoceros unicornis;Rangagora Village;1
Rhinoceros unicornis;Rapti;1
Rhinoceros unicornis;Rhinoceros;1
Rhinoceros unicornis;Russia;1
Rhinoceros unicornis;SAN;1
Rhinoceros unicornis;Saikia;1
Rhinoceros unicornis;San Bernardino;1
Rhinoceros unicornis;San Diego County;1
Rhinoceros unicornis;San Diego’s;1
Rhinoceros unicornis;San Pasqual Valley;1
Rhinoceros unicornis;Saudi Arabia;1
Rhinoceros unicornis;Shanghai;1
Rhinoceros unicornis;Shantipur;1
Rhinoceros unicornis;Sharjah;1
Rhinoceros unicornis;Siam;1
Rhinoceros unicornis;Sildubi;1
Rhinoceros unicornis;Sonitpur;1
Rhinoceros unicornis;St. Louis;1
Rhinoceros unicornis;States;1
Rhinoceros unicornis;Sweden;1
Rhinoceros unicornis;TORONTO;1
Rhinoceros unicornis;Tamil;1
Rhinoceros unicornis;Tapan;1
Rhinoceros unicornis;Taronga;1
Rhinoceros unicornis;Thailand Sumatran;1
Rhinoceros unicornis;The City;1
Rhinoceros unicornis;The Kingdom of the Rarities;1
Rhinoceros unicornis;Tibet;1
Rhinoceros unicornis;Toronto;1
Rhinoceros unicornis;Tucson;1
Rhinoceros unicornis;Tunikati;1
Rhinoceros unicornis;U.K.;1
Rhinoceros unicornis;Uganda;1
Rhinoceros unicornis;Ujong;1
Rhinoceros unicornis;United Arab Emirates;1
Rhinoceros unicornis;United States;1
Rhinoceros unicornis;Upper Assam;1
Rhinoceros unicornis;Uttarakhand;1
Rhinoceros unicornis;WWF)-South Africa;1
Rhinoceros unicornis;Washington;1
Rhinoceros unicornis;Zoo Miami's;1
Rhinoceros unicornis;india;1
Rhinoceros unicornis;pakyo;1
Rhinoceros unicornis;safaris;1
Rhinoceros unicornis;sondaicus sondaicus;1
Rhinoceros unicornis;the Assam State;1
Rhinoceros unicornis;the Central African Republic;1
Rhinoceros unicornis;the Karbi Anglong Hills;1
Rhinoceros unicornis;the Roman Empire;1
Sotalia fluviatilis;Brazil;32
Sotalia fluviatilis;Colombia;9
Sotalia fluviatilis;Peru;8
Sotalia fluviatilis;Bolivia;7
Sotalia fluviatilis;Venezuela;6
Sotalia fluviatilis;Mongabay;5
Sotalia fluviatilis;Ecuador;4
Sotalia fluviatilis;Rio de Janeiro;4
Sotalia fluviatilis;Orinoco;3
Sotalia fluviatilis;Tapajós;3
Sotalia fluviatilis;Baiji;2
Sotalia fluviatilis;Calais;2
Sotalia fluviatilis;Chile;2
Sotalia fluviatilis;France;2
Sotalia fluviatilis;Lima;2
Sotalia fluviatilis;Manaus;2
Sotalia fluviatilis;Tucuxi;2
Sotalia fluviatilis;Araguaia;1
Sotalia fluviatilis;Australia;1
Sotalia fluviatilis;Bahia;1
Sotalia fluviatilis;Benchimol;1
Sotalia fluviatilis;China;1
Sotalia fluviatilis;Cumbria;1
Sotalia fluviatilis;Dolphin;1
Sotalia fluviatilis;England;1
Sotalia fluviatilis;F.K.;1
Sotalia fluviatilis;Florida;1
Sotalia fluviatilis;Florida Bay;1
Sotalia fluviatilis;Galveston Bay;1
Sotalia fluviatilis;Guiana;1
Sotalia fluviatilis;Hawaii;1
Sotalia fluviatilis;Kent;1
Sotalia fluviatilis;Lowland Amazonia;1
Sotalia fluviatilis;Mississippi;1
Sotalia fluviatilis;Patagonia;1
Sotalia fluviatilis;Rosas;1
Sotalia fluviatilis;Sphyrna;1
Sotalia fluviatilis;Squalus;1
Sotalia fluviatilis;Tapajós dams;1
Sotalia fluviatilis;Tefé;1
Sotalia fluviatilis;Texas;1
Sotalia fluviatilis;Tocantins rivers;1
Sotalia fluviatilis;UK;1
Sotalia fluviatilis;United States;1
Sotalia fluviatilis;Washington;1
Sotalia fluviatilis;the Isle of Sheppey;1
Sotalia guianensis;Bolivia;5
Sotalia guianensis;Venezuela;4
Sotalia guianensis;Ecuador;3
Sotalia guianensis;Colombia;2
Sotalia guianensis;Mongabay;2
Sotalia guianensis;Guiana;1
Sotalia guianensis;Maracaibo Lake;1
Sotalia guianensis;Peru;1
Sotalia guianensis;Zulia;1
Sousa chinensis;Hong Kong;82
Sousa chinensis;Singapore;21
Sousa chinensis;China;20
Sousa chinensis;Bangladesh;14
Sousa chinensis;Mumbai;13
Sousa chinensis;Hong Kong’s;12
Sousa chinensis;Macau;9
Sousa chinensis;Lantau;7
Sousa chinensis;Lantau Island;6
Sousa chinensis;Vasai;6
Sousa chinensis;Guangdong;5
Sousa chinensis;Hong Kong Dolphinwatch;5
Sousa chinensis;Hong Kong's;5
Sousa chinensis;Juhu;5
Sousa chinensis;Ratnagiri;5
Sousa chinensis;Russia;5
Sousa chinensis;Shenzhen;5
Sousa chinensis;Texas;5
Sousa chinensis;Zhuhai;5
Sousa chinensis;mumbai;4
Sousa chinensis;Alibaug;3
Sousa chinensis;Andheri;3
Sousa chinensis;Batam;3
Sousa chinensis;Juhu beach;3
Sousa chinensis;Mangrove;3
Sousa chinensis;Manori;3
Sousa chinensis;Myanmar;3
Sousa chinensis;Pune;3
Sousa chinensis;South Africa;3
Sousa chinensis;Thailand;3
Sousa chinensis;the United States;3
Sousa chinensis;Chukotka;2
